============================================================
QNM Convergence Report
============================================================
Date: 2026-02-07 17:49:12
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 500
  General (Re!=0, Im!=0): 8
  Purely imaginary (Re~0): 84
  Purely real (Im~0): 408

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      2.9741566124545843e-01     -9.4957073606208892e-02
      2.6468855096741711e-01     -3.0285071241979511e-01
      2.2865033348608563e-01     -5.3859903628085615e-01
      2.0255750541188100e-01     -7.8763237678991838e-01
      1.8462775109103358e-01     -1.0404155663882608e+00
      1.7173677800050949e-01     -1.2939090723339881e+00
      1.6197435628149645e-01     -1.5472901273656368e+00
      1.5426357850467740e-01     -1.8003575611431633e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      9.9792515720208128e-02     -1.8587916763378859e-08
      9.9873638768964448e-02     -1.3356307845393682e-11
      9.9934575384993618e-02     -2.6781689078750833e-06
      9.9941473340511386e-02      1.6529257235989674e-05
      9.9943922917696534e-02     -4.7204867019044678e-12
      9.9945756743609018e-02     -2.2043799526430249e-05
      9.9957911360307808e-02      3.2573153425306505e-05
      9.9963187074498375e-02     -3.5433589592150748e-05
      9.9968505312403005e-02     -2.1014814467994392e-12
      9.9975908127900942e-02      3.9103544413320423e-05
      9.9979867199960812e-02     -1.1012223044699840e-12
      9.9980727315151369e-02     -3.9444551974225648e-05
      9.9986031373979212e-02     -6.4496026719975152e-13
      9.9989744412376971e-02     -4.0897180880702909e-13
      9.9991055963567915e-02      3.8114163599777776e-05
      9.9992152347634519e-02     -2.7516061941512214e-13
      9.9993802119107730e-02     -1.9380246761067127e-13
      9.9994565904518370e-02     -3.6920832884882711e-05
      9.9994981539515596e-02     -1.4155732737147608e-13
      9.9995853772960358e-02     -1.0650131289128757e-13
      9.9996516916811565e-02     -8.2115986038140022e-14
      9.9997032823987836e-02     -6.4635179940490643e-14
      9.9997442060242414e-02     -5.1780385200355008e-14
      9.9997772126178663e-02     -4.2118438073104193e-14
      9.9998042199558587e-02     -3.4717372688961386e-14
      9.9998265984525325e-02     -2.8953428844060602e-14
      9.9998453484581903e-02     -2.4398482919106259e-14
      9.9998612140038523e-02     -2.0752097083048734e-14
      9.9998747577543304e-02     -1.7799245260955229e-14
      9.9998864115838096e-02     -1.5383300329745681e-14
      9.9998965114311014e-02     -1.3388356028223860e-14
      9.9999053217806125e-02     -1.1727407049074842e-14
      9.9999130531534502e-02     -1.0334291489456188e-14
      9.9999198747998549e-02     -9.1581006910304718e-15
      9.9999259240405799e-02     -8.1592382690069424e-15
      9.9999313132314971e-02     -7.3066007490319627e-15
      9.9999361350182336e-02     -6.5755332401175411e-15
      9.9999404663443356e-02     -5.9463285590300221e-15
      9.9999443715397776e-02     -5.4031126053137874e-15
      9.9999479047232928e-02     -4.9330077160997286e-15
      9.9999511116873815e-02     -4.5254984185415762e-15
      9.9999540313894936e-02     -4.1719461522109154e-15
      9.9999566971407008e-02     -3.8652147509525837e-15
      9.9999591375599967e-02     -3.5993790570822440e-15
      9.9999613773456106e-02     -3.3694964878093745e-15
      9.9999634379023331e-02     -3.1714266714601489e-15
      9.9999653378548062e-02     -3.0016880786703142e-15
      9.9999670934698373e-02     -2.8573433369071207e-15
      9.9999687190057335e-02     -2.7359069402824707e-15
      9.9999702270027024e-02     -2.6352705613908594e-15
      9.9999716285254309e-02     -2.5536422850632956e-15
      9.9999729333666201e-02     -2.4894969193099882e-15
      9.9999741502185033e-02     -2.4415351702457328e-15
      9.9999752868179789e-02     -2.4086499485284950e-15
      9.9999763500698932e-02     -2.3898984432215406e-15
      9.9999773461521488e-02     -2.3844788830546653e-15
      9.9999782806056522e-02     -2.3917111254273857e-15
      9.9999791584115302e-02     -2.4110203854326494e-15
      9.9999799840576470e-02     -2.4419235520649706e-15
      9.9999807615960820e-02     -2.4840176451525141e-15
      9.9999814946929333e-02     -2.5369700508671836e-15
      9.9999821866716188e-02     -2.6005102408185446e-15
      9.9999828405506030e-02     -2.6744227334683998e-15
      9.9999834590763725e-02     -2.7585410997873056e-15
      9.9999840447523164e-02     -2.8527428499316592e-15
      9.9999845998641035e-02     -2.9569450659726475e-15
      9.9999851265020118e-02     -3.0711006686995644e-15
      9.9999856265806375e-02     -3.1951952253021933e-15
      9.9999861018563146e-02     -3.3292442201384601e-15
      9.9999865539425664e-02     -3.4732907234691065e-15
      9.9999869843238068e-02     -3.6274034035105138e-15
      9.9999873943675502e-02     -3.7916748358342356e-15
      9.9999877853352848e-02     -3.9662200713587514e-15
      9.9999881583921812e-02     -4.1511754302016981e-15
      9.9999885146157944e-02     -4.3466974937039685e-15
      9.9999888550038413e-02     -4.5529622711742992e-15
      9.9999891804812030e-02     -4.7701645214752671e-15
      9.9999894919062110e-02     -4.9985172125939012e-15
      9.9999897900763135e-02     -5.2382511049062605e-15
      9.9999900757331797e-02     -5.4896144460324111e-15
      9.9999903495673254e-02     -5.7528727670496502e-15
      9.9999906122222801e-02     -6.0283087714398405e-15
      9.9999908642983817e-02     -6.3162223095348461e-15
      9.9999911063561986e-02     -6.6169304324281990e-15
      9.9999913389196574e-02     -6.9307675203714715e-15
      9.9999915624788785e-02     -7.2580854815955008e-15
      9.9999917774927574e-02     -7.5992540183108412e-15
      9.9999919843913238e-02     -7.9546609573664088e-15
      9.9999921835778952e-02     -8.3247126436955450e-15
      9.9999923754310382e-02     -8.7098343952673881e-15
      9.9999925603063755e-02     -9.1104710187998686e-15
      9.9999927385382298e-02     -9.5270873859881883e-15
      9.9999929104411384e-02     -9.9601690704678139e-15
      9.9999930763112449e-02     -1.0410223046171081e-14
      9.9999932364275651e-02     -1.0877778448158011e-14
      9.9999933910531774e-02     -1.1363387397410682e-14
      9.9999935404362861e-02     -1.1867625891481907e-14
      9.9999936848112342e-02     -1.2391094763287765e-14
      9.9999938243994113e-02     -1.2934420710734542e-14
      9.9999939594101084e-02     -1.3498257400278076e-14
      9.9999940900413031e-02     -1.4083286647931645e-14
      9.9999942164803818e-02     -1.4690219681671625e-14
      9.9999943389048190e-02     -1.5319798489642322e-14
      9.9999944574827901e-02     -1.5972797259036866e-14
      9.9999945723737590e-02     -1.6650023911034248e-14
      9.9999946837290132e-02     -1.7352321737708206e-14
