============================================================
QNM Convergence Report
============================================================
Date: 2026-02-14 14:35:55
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 448
  General (Re!=0, Im!=0): 60
  Purely imaginary (Re~0): 83
  Purely real (Im~0): 305

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4516053863863665e+00      1.3364497196251520e-04
      1.4513963449523954e+00      1.1115774595879161e-04
      1.4489842821173704e+00     -1.0630568604717268e-04
      1.4489301263424661e+00     -1.1493838528279683e-04
      1.4513783390944270e+00     -1.1572978036714092e-04
      1.4500502575308682e+00     -1.2265058257894505e-04
      1.4488715433032997e+00     -1.2452853317841727e-04
      1.4488080395544829e+00     -1.3521216571048844e-04
      1.4487390513321723e+00     -1.4714910146630458e-04
      1.4514707989799236e+00     -1.5126551635400289e-04
      1.4486639322504220e+00     -1.6052791824651584e-04
      1.4501225472796944e+00     -1.6866932582241926e-04
      1.4485819384269831e+00     -1.7557215136067281e-04
      1.4484922104101794e+00     -1.9254806016039122e-04
      1.4515700368274933e+00     -1.9502573717720444e-04
      1.4483937511015452e+00     -2.1177442160566552e-04
      1.4502174071137781e+00     -2.1386240988726502e-04
      1.4516609155667548e+00     -2.2864729384939751e-04
      1.4482853986352437e+00     -2.3363496304101372e-04
      1.4516762501759728e+00     -2.4832521710883788e-04
      1.4503345787427844e+00     -2.5746521550352802e-04
      1.4481657928644311e+00     -2.5859425778757813e-04
      1.4480333336879516e+00     -2.8721820131609032e-04
      1.4504733642965171e+00     -2.9793870569151665e-04
      1.4517895588517815e+00     -3.1269634393483900e-04
      1.4478861288873044e+00     -3.2020059905079500e-04
      1.4506324280910179e+00     -3.3276884549298557e-04
      1.4508097199931780e+00     -3.5807004478313997e-04
      1.4477219283755225e+00     -3.5839798355626111e-04
      1.4519099625278984e+00     -3.8990913019462019e-04
      1.4475380407023448e+00     -4.0287562093990618e-04
      1.4473312261911360e+00     -4.5496888909285965e-04
      1.4520372921868758e+00     -4.8198973897949158e-04
      1.4470975590213420e+00     -5.1636600814754295e-04
      1.4468322476455435e+00     -5.8922078170766095e-04
      1.4521711517238942e+00     -5.9123701901970041e-04
      1.4465293987338954e+00     -6.7630805372338395e-04
      1.4461817037456501e+00     -7.8124079189219331e-04
      1.4457800182672667e+00     -9.0877738142440296e-04
      1.4453127909017649e+00     -1.0652630525807348e-03
      1.4447652783021299e+00     -1.2592741477918995e-03
      1.4441184519422059e+00     -1.5025747837736942e-03
      1.4433474538381759e+00     -1.8115642764338045e-03
      1.4424193815656603e+00     -2.2095123832289228e-03
      1.4412900583468657e+00     -2.7300894819415880e-03
      1.4398992374988502e+00     -3.4230813232744585e-03
      1.4381633389316331e+00     -4.3638969417566778e-03
      1.4359641958207969e+00     -5.6698787480700058e-03
      1.4331311455003604e+00     -7.5292665138306765e-03
      1.4294115366501727e+00     -1.0254726224578658e-02
      1.4244197702263885e+00     -1.4387069347714268e-02
      1.4175423935526916e+00     -2.0908299307657547e-02
      1.4077376599999623e+00     -3.1713658175136196e-02
      1.3930130092760011e+00     -5.0771385802145089e-02
      1.3685388229730495e+00     -8.7406423720944315e-02
      1.3158868777293953e+00     -1.6698694756451438e-01
      2.7889576179714148e-01     -1.1386559881586029e+00
      2.6490365796616466e-01     -1.4152595067189013e+00
      2.5473588748473897e-01     -1.6844303434959880e+00
      2.4674246732338850e-01     -1.9487903357591285e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4490344439814427e+00     -9.8514163488697067e-05
      1.4490809937352771e+00     -9.1464046894102754e-05
      1.4491242687880623e+00     -8.5069404073632811e-05
      1.4491645681887293e+00     -7.9255957532697229e-05
      1.4492021577255036e+00     -7.3959284990219806e-05
      1.4492372742542365e+00     -6.9123329935363246e-05
      1.4492701293855765e+00     -6.4699163510745225e-05
      1.4493009126369525e+00     -6.0643951086486248e-05
      1.4493297941360919e+00     -5.6920086293258472e-05
      1.4493569269473423e+00     -5.3494462645262879e-05
      1.4493824490796097e+00     -5.0337858678888420e-05
      1.4494064852246276e+00     -4.7424417116460213e-05
      1.4494291482660728e+00     -4.4731202207554705e-05
      1.4494505405933271e+00     -4.2237822309240261e-05
      1.4494707552482005e+00     -3.9926107099571314e-05
      1.4494898769283997e+00     -3.7779830697740472e-05
      1.4495079828677917e+00     -3.5784473484009360e-05
      1.4495251436104211e+00     -3.3927016646490991e-05
      1.4495414236926543e+00     -3.2195764487606011e-05
      1.4495568822456872e+00     -3.0580190345804929e-05
      1.4495715735288437e+00     -2.9070802663622513e-05
      1.4495855474025889e+00     -2.7659028289581785e-05
      1.4495988497489110e+00     -2.6337110561387806e-05
      1.4496115228456423e+00     -2.5098020099209280e-05
      1.4496236057003971e+00     -2.3935376555041184e-05
      1.4496351343490144e+00     -2.2843379828761211e-05
      1.4496461421227516e+00     -2.1816749482893627e-05
      1.4496566598879055e+00     -2.0850671273856147e-05
      1.4496667162610613e+00     -1.9940749873751359e-05
      1.4496763378027566e+00     -1.9082966988599133e-05
      1.4496855491919984e+00     -1.8273644190401376e-05
      1.4496943733837615e+00     -1.7509409874958624e-05
      1.4497028317513376e+00     -1.6787169837695245e-05
      1.4497109442151745e+00     -1.6104081028187314e-05
      1.4497187293596505e+00     -1.5457528102520408e-05
      1.4497262045390578e+00     -1.4845102442606919e-05
      1.4497333859739139e+00     -1.4264583354472686e-05
      1.4497402888386017e+00     -1.3713921194372823e-05
      1.4497469273412134e+00     -1.3191222203328928e-05
      1.4497533147963813e+00     -1.2694734858059934e-05
      1.4497594636917925e+00     -1.2222837569949318e-05
      1.4497653857490018e+00     -1.1774027584193321e-05
      1.4497710919790949e+00     -1.1346910949065447e-05
      1.4497765927336963e+00     -1.0940193440697637e-05
      1.4497818977517574e+00     -1.0552672342246095e-05
      1.4497870162025219e+00     -1.0183228988057447e-05
      1.4497919567250201e+00     -9.8308219937157043e-06
      1.4497967274644061e+00     -9.4944811018340075e-06
      1.4498013361054276e+00     -9.1733015813298995e-06
      1.4498057899032801e+00     -8.8664391248362294e-06
      1.4498100957120770e+00     -8.5731051949786205e-06
      1.4498142600111454e+00     -8.2925627756030673e-06
      1.4498182889293325e+00     -8.0241224887574705e-06
      1.4498221882674951e+00     -7.7671390423992190e-06
      1.4498259635193247e+00     -7.5210079774870500e-06
      1.4498296198906466e+00     -7.2851626863794027e-06
      1.4498331623173200e+00     -7.0590716773556356e-06
      1.4498365954818553e+00     -6.8422360626459177e-06
      1.4498399238288500e+00     -6.6341872496397527e-06
      1.4498431515793389e+00     -6.4344848169760267e-06
      1.4498462827441463e+00     -6.2427145590291764e-06
      1.4498493211363175e+00     -6.0584866839223610e-06
      1.4498522703827015e+00     -5.8814341516423288e-06
      1.4498551339347503e+00     -5.7112111401217320e-06
      1.4498579150785957e+00     -5.5474916283105116e-06
      1.4498606169444572e+00     -5.3899680862938871e-06
      1.4498632425154323e+00     -5.2383502634439005e-06
      1.4498657946357139e+00     -5.0923640664262351e-06
      1.4498682760182777e+00     -4.9517505196345204e-06
      1.4498706892520796e+00     -4.8162648012997976e-06
      1.4498730368087951e+00     -4.6856753491313123e-06
      1.4498753210491369e+00     -4.5597630298935211e-06
      1.4498775442287810e+00     -4.4383203678195071e-06
      1.4498797085039237e+00     -4.3211508272084758e-06
      1.4498818159365032e+00     -4.2080681449597214e-06
      1.4498838684991020e+00     -4.0988957091617073e-06
      1.4498858680795550e+00     -3.9934659801868332e-06
      1.4498878164852862e+00     -3.8916199510433691e-06
      1.4498897154473851e+00     -3.7932066440091983e-06
      1.4498915666244478e+00     -3.6980826408201777e-06
      1.4498933716061944e+00     -3.6061116439115553e-06
      1.4498951319168771e+00     -3.5171640664162759e-06
      1.4498968490184956e+00     -3.4311166488111356e-06
      1.4498985243138287e+00     -3.3478521002724194e-06
      1.4499001591492984e+00     -3.2672587629584988e-06
      1.4499017548176718e+00     -3.1892302975793688e-06
      1.4499033125606164e+00     -3.1136653887435748e-06
      1.4499048335711144e+00     -3.0404674686926647e-06
      1.4499063189957460e+00     -2.9695444581432979e-06
      1.4499077699368508e+00     -2.9008085230585227e-06
      1.4499091874545735e+00     -2.8341758462634172e-06
      1.4499105725688022e+00     -2.7695664129072687e-06
      1.4499119262610038e+00     -2.7069038088555737e-06
      1.4499132494759663e+00     -2.6461150311712916e-06
      1.4499145431234506e+00     -2.5871303099168652e-06
      1.4499158080797581e+00     -2.5298829405774284e-06
      1.4499170451892203e+00     -2.4743091264723768e-06
      1.4499182552656134e+00     -2.4203478305881212e-06
      1.4499194390935053e+00     -2.3679406363306252e-06
      1.4499205974295344e+00     -2.3170316167636133e-06
      1.4499217310036301e+00     -2.2675672119688467e-06
      1.4499228405201741e+00     -2.2194961142405177e-06
      1.4499239266591084e+00     -2.1727691609091274e-06
      1.4499249900769928e+00     -2.1273392346841453e-06
      1.4499260314080165e+00     -2.0831611715130717e-06
