============================================================
QNM Convergence Report
============================================================
Date: 2026-04-02 19:32:07
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 452
  General (Re!=0, Im!=0): 75
  Purely imaginary (Re~0): 49
  Purely real (Im~0): 328

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.0004958731100826e+00      1.1172807885313947e-03
      1.0005123464065884e+00      9.3520752899661818e-04
      1.0005052700474639e+00      7.8366615557906745e-04
      1.0004847472762215e+00      6.5908911281490083e-04
      1.0004573009534676e+00      5.5711678573053063e-04
      1.0004269537272383e+00      4.7359792100278584e-04
      1.0003960947386004e+00      4.0495596591576320e-04
      1.0003660849079095e+00      3.4825260533693299e-04
      1.0009326210911964e+00      3.1171105278689540e-04
      1.0003376522539487e+00      3.0112863515773268e-04
      1.0003111404709251e+00      2.6170829571269650e-04
      1.0002866614442976e+00      2.2850495114563307e-04
      1.0002641888810022e+00      2.0034227935225075e-04
      1.0002436183937295e+00      1.7629185218504841e-04
      1.0008397128469499e+00      1.7241176217896461e-04
      1.0002248077374385e+00      1.5562239180324505e-04
      1.0002076028853570e+00      1.3775715277588782e-04
      1.0001918531318283e+00      1.2223860040651445e-04
      1.0001774184408869e+00      1.0870033837707002e-04
      1.0001701057958852e+00     -1.0191296773854195e-04
      1.0001838441466071e+00     -1.1444515371555868e-04
      1.0001988250155569e+00     -1.2877771146690373e-04
      1.0002151815902289e+00     -1.4523460296885461e-04
      1.0002330597517444e+00     -1.6421793670977087e-04
      1.0008373710779961e+00     -1.7043760487709409e-04
      1.0002526137288774e+00     -1.8623209506261220e-04
      1.0002739958125217e+00     -2.1191475882720903e-04
      1.0002973370274197e+00     -2.4207510249682585e-04
      1.0003227157956436e+00     -2.7773933928428642e-04
      1.0009305319241046e+00     -3.0901653711574669e-04
      1.0003501109909256e+00     -3.2020567461246312e-04
      1.0003793309113254e+00     -3.7111349320191329e-04
      1.0004098995937323e+00     -4.3253018123852417e-04
      1.0004408702831853e+00     -5.0705013143871776e-04
      1.0004705236930813e+00     -5.9788427546075080e-04
      1.0004958938120811e+00     -7.0888757151463169e-04
      1.0005120554570031e+00     -8.4440772491596280e-04
      1.0005111418271475e+00     -1.0087198123927546e-03
      1.0004812251489417e+00     -1.2046381564583058e-03
      1.0004056088140121e+00     -1.4307747593854711e-03
      2.1039384380694184e+00     -8.9648976363998975e-02
      2.0960548016195109e+00     -2.6962206237853575e-01
      2.0805657321176074e+00     -4.5159309693183441e-01
      2.0580238985796382e+00     -6.3679784510152926e-01
      2.0292392757638411e+00     -8.2631573711864514e-01
      1.9952354874154861e+00     -1.0209970818777414e+00
      1.9571736052047715e+00     -1.2214044631623970e+00
      1.9162526191816318e+00     -1.4277888084798869e+00
      1.8736093460306820e+00     -1.6401101350388929e+00
      1.8302418692780849e+00     -1.8580953137378255e+00
      1.7869690341973008e+00     -2.0813128066957560e+00
      1.7444235639181513e+00     -2.3092441270612358e+00
      1.7030675225157521e+00     -2.5413401711088119e+00
      1.6632181215104616e+00     -2.7770597810275017e+00
      1.6250755743288159e+00     -3.0158932913542724e+00
      1.5887488187266261e+00     -3.2573752929194311e+00
      1.5542776401875209e+00     -3.5010902636421379e+00
      1.5216510234023517e+00     -3.7466736374530605e+00
      1.4908220185504910e+00     -3.9938100083800343e+00
      1.4617195244852186e+00     -4.2422296063387099e+00
      1.4342574071089766e+00     -4.4917038373136879e+00
      1.4083413669459166e+00     -4.7420404504441205e+00
      1.3838739556135355e+00     -4.9930787212234105e+00
      1.3607581132395521e+00     -5.2446849022500759e+00
      1.3388995577954561e+00     -5.4967480868227412e+00
      1.3182083075527180e+00     -5.7491765451771792e+00
      1.2985995714557070e+00     -6.0018945681196625e+00
      1.2799941801002253e+00     -6.2548396993913142e+00
      1.2623186563463760e+00     -6.5079606485258106e+00
      1.2455055057073512e+00     -6.7612149093588210e+00
      1.2294914450818377e+00     -7.0145676720327410e+00
      1.2142207285212354e+00     -7.2679920691261977e+00
      1.1996421466350238e+00     -7.5214597621998660e+00
      1.1856975033917241e+00     -7.7749538126198470e+00
      1.1723534809165566e+00     -8.0284755336793179e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      9.9577731117443302e-01     -7.2285430046496299e-38
      9.9644937593743910e-01     -2.0725681903063789e-37
      9.9697395676645306e-01     -3.6269310747561235e-37
      9.9739099584715296e-01     -5.0468801901982094e-37
      9.9772784704742412e-01     -6.1637783270658742e-37
      9.9800373023473132e-01     -6.9369417609149890e-37
      9.9823245775085778e-01     -7.3950186116694020e-37
      9.9842415550254926e-01     -7.5943844848105423e-37
      9.9858637953427520e-01     -7.5959712788534633e-37
      9.9872485831786240e-01     -7.4545865890381825e-37
      9.9884399714672156e-01     -7.2152485527501292e-37
      9.9894722770900246e-01     -6.9129643210954738e-37
      9.9903725472897964e-01     -6.5739445787138254e-37
      9.9911623283494977e-01     -6.2172355628112380e-37
      9.9918589528691226e-01     -5.8563044381978522e-37
      9.9924764894839491e-01     -5.5004005301892512e-37
      9.9930264523466616e-01     -5.1556520932112179e-37
      9.9935183372822489e-01     -4.8259173113218856e-37
      9.9939600312995180e-01     -4.5134287059009118e-37
      9.9943581284797289e-01     -4.2192729243371756e-37
      9.9947181758964165e-01     -3.9437434893578801e-37
      9.9950448667119196e-01     -3.6865975064378917e-37
