============================================================
QNM Convergence Report
============================================================
Date: 2026-02-08 18:00:20
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 478
  General (Re!=0, Im!=0): 34
  Purely imaginary (Re~0): 86
  Purely real (Im~0): 358

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      7.0106784961901958e-01      8.1825819677267366e-04
      7.0101272390299385e-01      6.4839956992992988e-04
      7.0094798453698792e-01      5.0820215724411988e-04
      7.0087895692556479e-01      3.9397835304220117e-04
      7.0080914775873859e-01      3.0157892106498713e-04
      7.0074146821417882e-01      2.2820875845491214e-04
      7.0067643175267746e-01      1.6873625250060290e-04
      7.0061790235518140e-01      1.2495521551658402e-04
      6.9931440114407273e-01     -1.0689775922016855e-04
      7.0048941128649278e-01     -1.2221434489267585e-04
      6.9922013519709858e-01     -1.2986874072391387e-04
      7.0053198209286005e-01     -1.5680061376303507e-04
      6.9910524547200026e-01     -1.5987470801230615e-04
      7.0057726055650604e-01     -1.9972513412611287e-04
      6.9896333478229533e-01     -1.9980632374095786e-04
      7.0062469373899561e-01     -2.5268726256955928e-04
      6.9878536283351378e-01     -2.5409125012875892e-04
      7.0067335533098551e-01     -3.1763169387591785e-04
      6.9855824764702457e-01     -3.2972769275700967e-04
      7.0072181646107878e-01     -3.9672914480388575e-04
      6.9826254530757537e-01     -4.3818406297801163e-04
      7.0076799120457789e-01     -4.9232193916848765e-04
      6.9786846883940123e-01     -5.9906118455837576e-04
      7.0080895958708811e-01     -6.0681994247852380e-04
      7.0084077689649282e-01     -7.4252849097876611e-04
      6.9732880283789822e-01     -8.4755412185477425e-04
      7.0085828546783291e-01     -9.0138892213517858e-04
      6.9656579754784143e-01     -1.2506746696574916e-03
      6.9544599544276420e-01     -1.9453418680002625e-03
      6.9373046713287423e-01     -3.2365294751243311e-03
      6.9097687450531653e-01     -5.8812073223758884e-03
      6.8637114913596908e-01     -1.2047613897615286e-02
      6.7867228981606820e-01     -2.9475969598602072e-02
      6.6734532489157727e-01     -1.0462833208341406e-01

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      6.9939266660063204e-01     -8.9021961136286702e-05
      6.9945833632204613e-01     -7.4907681399481266e-05
      6.9951396035662028e-01     -6.3618034149519705e-05
      6.9956147784304379e-01     -5.4482082229595865e-05
      6.9960238376174533e-01     -4.7010965289721370e-05
      6.9963784513438454e-01     -4.0842883223827692e-05
      6.9966878338435257e-01     -3.5706251109718048e-05
      6.9969593362693672e-01     -3.1394554696113130e-05
      6.9971988796423179e-01     -2.7748893681809879e-05
      6.9974112751729378e-01     -2.4645670376861236e-05
      6.9976004641389433e-01     -2.1987780940221176e-05
      6.9977696995428185e-01     -1.9698228336678107e-05
      6.9979216851152981e-01     -1.7715433949086777e-05
      6.9980586827116265e-01     -1.5989756638423464e-05
      6.9981825960372557e-01     -1.4480880761838832e-05
      6.9982950364706908e-01     -1.3155836784212580e-05
      6.9983973752200546e-01     -1.1987487380864742e-05
      6.9984907849566569e-01     -1.0953359524604530e-05
      6.9985762732796775e-01     -1.0034736161352206e-05
      6.9986547097907514e-01     -9.2159443798843408e-06
      6.9987268481337206e-01     -8.4837935573689746e-06
      6.9987933440402916e-01     -7.8271288748174591e-06
      6.9988547701867887e-01     -7.2364742399242632e-06
      6.9989116284892772e-01     -6.7037449831157387e-06
      6.9989643603290619e-01     -6.2220153658145751e-06
      6.9990133550968747e-01     -5.7853294189081507e-06
      6.9990589573640594e-01     -5.3885462393194456e-06
      6.9991014729269785e-01     -5.0272128448433072e-06
      6.9991411739223064e-01     -4.6974591881821613e-06
      6.9991783031727794e-01     -4.3959110806686801e-06
      6.9992130778927764e-01     -4.1196176622457169e-06
      6.9992456928591928e-01     -3.8659907413812429e-06
      6.9992763231339283e-01     -3.6327538644705053e-06
      6.9993051264089523e-01     -3.4178993945012348e-06
      6.9993322450325246e-01     -3.2196522100218436e-06
      6.9993578077651553e-01     -3.0364388979040546e-06
      6.9993819313056704e-01     -2.8668615223280982e-06
      6.9994047216211486e-01     -2.7096752195225224e-06
      6.9994262751089820e-01     -2.5637690020317776e-06
      6.9994466796148391e-01     -2.4281492645867610e-06
      6.9994660153265820e-01     -2.3019255713877260e-06
      6.9994843555611053e-01     -2.1842983759626649e-06
      6.9995017674584969e-01     -2.0745483830169403e-06
      6.9995183125957894e-01     -1.9720273094217210e-06
      6.9995340475307588e-01     -1.8761498407383879e-06
      6.9995490242847425e-01     -1.7863866120611967e-06
      6.9995632907721506e-01     -1.7022580687699086e-06
      6.9995768911832945e-01     -1.6233290850486162e-06
      6.9995898663262546e-01     -1.5492042365740908e-06
      6.9996022539326830e-01     -1.4795236392734863e-06
      6.9996140889318625e-01     -1.4139592790362802e-06
      6.9996254036967021e-01     -1.3522117681763792e-06
      6.9996362282649138e-01     -1.2940074736334681e-06
      6.9996465905381966e-01     -1.2390959696687685e-06
      6.9996565164618807e-01     -1.1872477743876020e-06
      6.9996660301871960e-01     -1.1382523350053214e-06
      6.9996751542180613e-01     -1.0919162315255511e-06
      6.9996839095440466e-01     -1.0480615725536041e-06
      6.9996923157610003e-01     -1.0065245604338879e-06
      6.9997003911805966e-01     -9.6715420586986137e-07
      6.9997081529299909e-01     -9.2981117473514038e-07
      6.9997156170425534e-01     -8.9436675197854217e-07
      6.9997227985406063e-01     -8.6070190941766942e-07
      6.9997297115109547e-01     -8.2870646584996045e-07
      6.9997363691739078e-01     -7.9827832932470637e-07
      6.9997427839464421e-01     -7.6932281264620826e-07
      6.9997489675000513e-01     -7.4175201424389216e-07
      6.9997549308137974e-01     -7.1548425747261499e-07
      6.9997606842230087e-01     -6.9044358221489173e-07
      6.9997662374640301e-01     -6.6655928336279554e-07
      6.9997715997153853e-01     -6.4376549137483130e-07
      6.9997767796356758e-01     -6.2200079064411418e-07
      6.9997817853985134e-01     -6.0120787188891706e-07
      6.9997866247247365e-01     -5.8133321519385878e-07
      6.9997913049121696e-01     -5.6232680069720025e-07
      6.9997958328631182e-01     -5.4414184424336587e-07
      6.9998002151097971e-01     -5.2673455560550136e-07
      6.9998044578378860e-01     -5.1006391713540094e-07
      6.9998085669083421e-01     -4.9409148092166668e-07
      6.9998125478776285e-01     -4.7878118273508209e-07
      6.9998164060165002e-01     -4.6409917121601976e-07
      6.9998201463274334e-01     -4.5001365091496530e-07
      6.9998237735608460e-01     -4.3649473793628559e-07
      6.9998272922301696e-01     -4.2351432705924390e-07
      6.9998307066258925e-01     -4.1104596932076937e-07
      6.9998340208286380e-01     -3.9906475914317481e-07
      6.9998372387213503e-01     -3.8754723017825862e-07
      6.9998403640006779e-01     -3.7647125911822314e-07
      6.9998434001875842e-01     -3.6581597679463124e-07
      6.9998463506372677e-01     -3.5556168595014530e-07
      6.9998492185484407e-01     -3.4568978512483834e-07
      6.9998520069719949e-01     -3.3618269815016500e-07
      6.9998547188191229e-01     -3.2702380878984898e-07
      6.9998573568689237e-01     -3.1819740010854211e-07
      6.9998599237755221e-01     -3.0968859818662800e-07
      6.9998624220747552e-01     -3.0148331983340990e-07
      6.9998648541904396e-01     -2.9356822398152782e-07
      6.9998672224402514e-01     -2.8593066647312831e-07
      6.9998695290412638e-01     -2.7855865797336471e-07
      6.9998717761151297e-01     -2.7144082476950844e-07
      6.9998739656929776e-01     -2.6456637223453555e-07
      6.9998760997200016e-01     -2.5792505075273401e-07
      6.9998781800597898e-01     -2.5150712392184422e-07
      6.9998802084983958e-01     -2.4530333886166755e-07
      6.9998821867481831e-01     -2.3930489847310688e-07
      6.9998841164514425e-01     -2.3350343550437208e-07
      6.9998859991838036e-01     -2.2789098829271907e-07
      6.9998878364574624e-01     -2.2245997806069575e-07
      6.9998896297242175e-01     -2.1720318765554271e-07
      6.9998913803783458e-01     -2.1211374162923050e-07
      6.9998930897593170e-01     -2.0718508756468299e-07
