============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 17:22:26
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 452
  General (Re!=0, Im!=0): 55
  Purely imaginary (Re~0): 86
  Purely real (Im~0): 311

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.3013571144471920e+00      1.2069284776033298e-04
      1.2991935309108895e+00     -1.0764938559000791e-04
      1.3011595184152001e+00     -1.1454324704183919e-04
      1.2991484182600823e+00     -1.1686010890591466e-04
      1.2990994383046601e+00     -1.2714839259418012e-04
      1.2990461393774484e+00     -1.3867591881358221e-04
      1.3000472485326005e+00     -1.4083257660090189e-04
      1.3012404731460376e+00     -1.4878993418840507e-04
      1.2989880024338853e+00     -1.5163425584248039e-04
      1.2989244287287127e+00     -1.6625147841671650e-04
      1.2988547248066333e+00     -1.8280051071983047e-04
      1.3001143694259800e+00     -1.8929111741995658e-04
      1.3013274740413034e+00     -1.9087767360236353e-04
      1.2987780841238235e+00     -2.0160971064532891e-04
      1.3015687650982419e+00     -2.0827624894410220e-04
      1.2986935644178033e+00     -2.2307639248197815e-04
      1.3002020983283173e+00     -2.3725203324261333e-04
      1.3014206720725843e+00     -2.4212759824759620e-04
      1.2986000596779279e+00     -2.4768423332080682e-04
      1.2984962652133121e+00     -2.7602585676300386e-04
      1.3003103305096391e+00     -2.8326489788054479e-04
      1.3015201211058260e+00     -3.0407974193089743e-04
      1.2983806338350790e+00     -3.0883238138100104e-04
      1.3004386292124621e+00     -3.2508530736067583e-04
      1.2982513205167872e+00     -3.4701242938637027e-04
      1.3005860923716059e+00     -3.5935372437246059e-04
      1.3016257333590173e+00     -3.7851299734177650e-04
      1.3007514440135144e+00     -3.8126364934595132e-04
      1.2981061120011721e+00     -3.9170411772860772e-04
      1.2979423365827196e+00     -4.4434506131209740e-04
      1.3017372253178525e+00     -4.6746366580596775e-04
      1.2977567475685508e+00     -5.0676766033080228e-04
      1.3018540518084629e+00     -5.7324047939472913e-04
      1.2975453714921585e+00     -5.8133032588752694e-04
      1.2973033087134456e+00     -6.7110047595632827e-04
      1.3019753262109000e+00     -6.9843287522857735e-04
      1.2970244691240529e+00     -7.8011318788719325e-04
      1.2967012186100515e+00     -9.1374213716040667e-04
      1.2963239017072752e+00     -1.0792399878281852e-03
      1.2958801910718702e+00     -1.2865391514779976e-03
      1.2953541929457992e+00     -1.5494604967112226e-03
      1.2947252070459001e+00     -1.8875749455297911e-03
      1.2939659962627563e+00     -2.3291344064222462e-03
      1.2930403645999804e+00     -2.9157990842273245e-03
      1.2918997763494191e+00     -3.7104680288423670e-03
      1.2904787056019213e+00     -4.8106398266504185e-03
      1.2886884896918815e+00     -6.3719803560469699e-03
      1.2864100131388299e+00     -8.6515091913859886e-03
      1.2834876260963917e+00     -1.2090368845320269e-02
      1.2797336575587599e+00     -1.7481500567869134e-02
      1.2749760983248997e+00     -2.6335212444642070e-02
      1.2692650760420787e+00     -4.1765885902325918e-02
      1.2637002710567897e+00     -7.1046453318524050e-02
      1.2642502356158347e+00     -1.3568489507233727e-01
      1.3058340164719222e+00     -3.5505846679684988e-01

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.2992351707163439e+00     -9.9379139934796252e-05
      1.2992736833606227e+00     -9.1932641633782686e-05
      1.2993093727779579e+00     -8.5210081466608842e-05
      1.2993425070309694e+00     -7.9125783997098089e-05
      1.2993733232501914e+00     -7.3605931732412006e-05
      1.2994020318015080e+00     -6.8586697758507288e-05
      1.2994288198157846e+00     -6.4012706355186550e-05
      1.2994538541893885e+00     -5.9835758306759012e-05
      1.2994772841439695e+00     -5.6013770880910477e-05
      1.2994992434176806e+00     -5.2509892718627951e-05
      1.2995198521470364e+00     -4.9291761879797443e-05
      1.2995392184881560e+00     -4.6330881557307396e-05
      1.2995574400177041e+00     -4.3602092908271585e-05
      1.2995746049469701e+00     -4.1083128356969821e-05
      1.2995907931769539e+00     -3.8754231829960646e-05
      1.2996060772177442e+00     -3.6597834864819084e-05
      1.2996205229917168e+00     -3.4598279524577750e-05
      1.2996341905369913e+00     -3.2741580653924672e-05
      1.2996471346250134e+00     -3.1015221310933677e-05
