============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 10:39:16
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 487
  General (Re!=0, Im!=0): 40
  Purely imaginary (Re~0): 83
  Purely real (Im~0): 364

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      7.0088660518438750e-01      1.1759759431593895e-03
      7.0089717355215964e-01      9.7619526218541185e-04
      7.0088322301038364e-01      8.0241774399489514e-04
      7.0085225728933020e-01      6.5374585647962925e-04
      7.0081026658238410e-01      5.2830662764063953e-04
      7.0076185155630022e-01      4.2369183105022892e-04
      7.0071045653439901e-01      3.3731650821499330e-04
      7.0065849480663422e-01      2.6657833621950152e-04
      7.0060775412597143e-01      2.0913189921668401e-04
      7.0055906427595016e-01      1.6268449041226146e-04
      7.0051376032041079e-01      1.2553473134804379e-04
      7.0048210750617634e-01     -1.1576916225015394e-04
      6.9748206639094190e-01     -1.1585299578489851e-04
      7.0052435836707427e-01     -1.4887017224471453e-04
      6.9675527032362594e-01     -1.6605496640036414e-04
      7.0056940229192410e-01     -1.9018321599775849e-04
      7.0061677027919012e-01     -2.4121796309547902e-04
      6.9566895447711807e-01     -2.4819736869434884e-04
      7.0066557743179925e-01     -3.0395646465721887e-04
      7.0071449249611040e-01     -3.8052614343870461e-04
      6.9394831232762122e-01     -3.8937968449054592e-04
      7.0076152566852523e-01     -4.7327205195949118e-04
      7.0080388343825706e-01     -5.8461144317099498e-04
      6.9101044143962154e-01     -6.4191116719144016e-04
      7.0083776303258871e-01     -7.1688845402874640e-04
      7.0085816921419020e-01     -8.7211516215139921e-04
      6.8548210036583823e-01     -1.0796626206642764e-03
      6.7385834258594313e-01     -1.4987691805734707e-03
      6.4722158085679382e-01     -3.3025198445740499e-02
      5.2933595571313408e-01     -1.7168558421332120e-01
      4.2658967723600538e-01     -4.1544015982212495e-01
      3.7123325133924462e-01     -6.8163963051948651e-01
      3.3809982159308172e-01     -9.4593404819845717e-01
      3.1520379763807688e-01     -1.2068995477869935e+00
      2.9784530562141814e-01     -1.4654943160253502e+00
      2.8393104234280581e-01     -1.7224901276501838e+00
      2.7237831603588675e-01     -1.9783682720530922e+00
      2.6254317749720185e-01     -2.2334269545366374e+00
      2.5403998811473438e-01     -2.4878676337421206e+00
      2.4657827784585465e-01     -2.7417790888424869e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      6.9799104290955516e-01     -8.3732027372801878e-05
      6.9836079642150939e-01     -6.2338539172723516e-05
      6.9863759586177387e-01     -4.7589119634871428e-05
      6.9885005088231800e-01     -3.7113869404929310e-05
      6.9901659371735581e-01     -2.9481004792955052e-05
      6.9914952002698605e-01     -2.3794013404933216e-05
      6.9925727999726739e-01     -1.9473486526593733e-05
      6.9934583269845541e-01     -1.6134310162957802e-05
      6.9941947616046252e-01     -1.3514058614968212e-05
      6.9948137244021003e-01     -1.1429894599299236e-05
      6.9953388912067171e-01     -9.7518734986168390e-06
      6.9957882696524398e-01     -8.3859751982502761e-06
      6.9961757505828071e-01     -7.2630637750916883e-06
      6.9965121864053315e-01     -6.3315501577613598e-06
      6.9968061541352522e-01     -5.5524207273449168e-06
      6.9970645041385493e-01     -4.8958090638382028e-06
      6.9972927606252744e-01     -4.3385933585595670e-06
      6.9974954179160342e-01     -3.8626874638527812e-06
      6.9976761623390438e-01     -3.4538085847983070e-06
      6.9978380403345675e-01     -3.1005773672198967e-06
      6.9979835871583707e-01     -2.7938529764762432e-06
      6.9981149263879139e-01     -2.5262364250962000e-06
      6.9982338475577310e-01     -2.2916957933357070e-06
      6.9983418672466113e-01     -2.0852807362712074e-06
      6.9984402775259436e-01     -1.9029030698723968e-06
      6.9985301846700476e-01     -1.7411667344721821e-06
      6.9986125403016664e-01     -1.5972349908691176e-06
      6.9986881666152845e-01     -1.4687259313750716e-06
      6.9987577769305109e-01     -1.3536296973705308e-06
      6.9988219925376716e-01     -1.2502424636573313e-06
      6.9988813565804808e-01     -1.1571134669638240e-06
      6.9989363455564979e-01     -1.0730022513974191e-06
      6.9989873788911727e-01     -9.9684396791886840e-07
      6.9990348269454850e-01     -9.2772106158497862e-07
      6.9990790177432738e-01     -8.6484005443532717e-07
      6.9991202426468779e-01     -8.0751241571946251e-07
      6.9991587611648209e-01     -7.5513872792697090e-07
      6.9991948050399411e-01     -7.0719552370106433e-07
      6.9992285817384259e-01     -6.6322429757419612e-07
      6.9992602774379908e-01     -6.2282229670293028e-07
      6.9992900595957142e-01     -5.8563477319167041e-07
      6.9993180791617315e-01     -5.5134844226188394e-07
      6.9993444724935294e-01     -5.1968593926988683e-07
      6.9993693630162201e-01     -4.9040110729857603e-07
      6.9993928626665958e-01     -4.6327497795305616e-07
      6.9994150731525451e-01     -4.3811233276686508e-07
      6.9994360870543237e-01     -4.1473875257586736e-07
      6.9994559887899710e-01     -3.9299807834817184e-07
      6.9994748554636854e-01     -3.7275022005420079e-07
      6.9994927576131016e-01     -3.5386926083368582e-07
      6.9995097598689926e-01     -3.3624181244671984e-07
      6.9995259215389516e-01     -3.1976558516323403e-07
      6.9995412971248772e-01     -3.0434814114969696e-07
      6.9995559367827187e-01     -2.8990580529226105e-07
      6.9995698867317258e-01     -2.7636271144267017e-07
      6.9995831896194360e-01     -2.6364996543979236e-07
      6.9995958848477902e-01     -2.5170490906857534e-07
      6.9996080088650414e-01     -2.4047047146876762e-07
      6.9996195954274831e-01     -2.2989459647828755e-07
      6.9996306758345228e-01     -2.1992973605600334e-07
      6.9996412791401552e-01     -2.1053240132918109e-07
      6.9996514323434977e-01     -2.0166276399555500e-07
      6.9996611605607351e-01     -1.9328430181463704e-07
      6.9996704871805060e-01     -1.8536348277694186e-07
      6.9996794340045376e-01     -1.7786948326754742e-07
      6.9996880213751045e-01     -1.7077393616194775e-07
      6.9996962682906971e-01     -1.6405070532416304e-07
      6.9997041925111458e-01     -1.5767568343343587e-07
      6.9997118106532663e-01     -1.5162661045814289e-07
      6.9997191382780011e-01     -1.4588291043346935e-07
      6.9997261899699115e-01     -1.4042554449105160e-07
      6.9997329794097729e-01     -1.3523687834100849e-07
      6.9997395194409473e-01     -1.3030056262530478e-07
      6.9997458221301401e-01     -1.2560142475106471e-07
      6.9997518988230834e-01     -1.2112537097738678e-07
      6.9997577601956018e-01     -1.1685929767287872e-07
      6.9997634163005207e-01     -1.1279101078648772e-07
      6.9997688766107846e-01     -1.0890915268376107e-07
      6.9997741500591237e-01     -1.0520313559658189e-07
      6.9997792450746055e-01     -1.0166308101851417e-07
      6.9997841696163232e-01     -9.8279764451731771e-08
      6.9997889312044836e-01     -9.5044564976442504e-08
      6.9997935369491315e-01     -9.1949419170906310e-08
      6.9997979935766885e-01     -8.8986778960582495e-08
      6.9998023074545268e-01     -8.6149573019481189e-08
      6.9998064846137131e-01     -8.3431171386181180e-08
      6.9998105307700920e-01     -8.0825352991849248e-08
      6.9998144513438487e-01     -7.8326275828511818e-08
      6.9998182514776597e-01     -7.5928449513268340e-08
      6.9998219360535596e-01     -7.3626710028517053e-08
      6.9998255097086315e-01     -7.1416196439951261e-08
      6.9998289768495903e-01     -6.9292329413395328e-08
      6.9998323416663755e-01     -6.7250791368762220e-08
      6.9998356081448088e-01     -6.5287508124769618e-08
      6.9998387800784001e-01     -6.3398631901762627e-08
      6.9998418610793656e-01     -6.1580525562243475e-08
      6.9998448545889047e-01     -5.9829747979665438e-08
      6.9998477638868173e-01     -5.8143040435855626e-08
      6.9998505921004828e-01     -5.6517313956213740e-08
      6.9998533422132647e-01     -5.4949637499708059e-08
      6.9998560170723767e-01     -5.3437226927754641e-08
      6.9998586193962520e-01     -5.1977434682413393e-08
      6.9998611517814469e-01     -5.0567740110049124e-08
      6.9998636167091122e-01     -4.9205740371763582e-08
      6.9998660165510707e-01     -4.7889141886580831e-08
      6.9998683535755146e-01     -4.6615752257634983e-08
      6.9998706299523583e-01     -4.5383472635540833e-08
      6.9998728477582695e-01     -4.4190290476803740e-08
      6.9998750089813966e-01     -4.3034272658633127e-08
      6.9998771155258110e-01     -4.1913558914968780e-08
      6.9998791692156881e-01     -4.0826355562036379e-08
      6.9998811717992415e-01     -3.9770929485478158e-08
      6.9998831249524240e-01     -3.8745602365262200e-08
      6.9998850302824089e-01     -3.7748745119432397e-08
      6.9998868893308752e-01     -3.6778772553684296e-08
      6.9998887035770829e-01     -3.5834138211236232e-08
      6.9998904744407886e-01     -3.4913329427184410e-08
      6.9998922032849664e-01     -3.4014862604416724e-08
      6.9998938914183828e-01     -3.3137278745499369e-08
      6.9998955400979990e-01     -3.2279139298532959e-08
      6.9998971505312357e-01     -3.1439022407299282e-08
      6.9998987238780852e-01     -3.0615519700588107e-08
      6.9999002612530847e-01     -2.9807233817328774e-08
      6.9999017637271466e-01     -2.9012776949997489e-08
      6.9999032323292587e-01     -2.8230770808539895e-08
      6.9999046680480403e-01     -2.7459848574625517e-08
      6.9999060718331552e-01     -2.6698659651088475e-08
      6.9999074445965914e-01     -2.5945878341670410e-08
      6.9999087872137766e-01     -2.5200218060715974e-08
      6.9999101005245490e-01     -2.4460453325726497e-08
      6.9999113853339534e-01     -2.3725452702443041e-08
      6.9999126424128699e-01     -2.2994227152518880e-08
      6.9999138724984589e-01     -2.2266000005971816e-08
      6.9999150762944451e-01     -2.1540307195079806e-08
      6.9999162544712468e-01     -2.0817139589234438e-08
      6.9999174076660198e-01     -2.0097143326129619e-08
      6.9999185364827599e-01     -1.9381898744091983e-08
      6.9999196414926823e-01     -1.8674303028552474e-08
      6.9999207232353444e-01     -1.7979083716949239e-08
      6.9999217822212056e-01     -1.7303464722436748e-08
      6.9999228189367835e-01     -1.6657983774075892e-08
      6.9999238338539560e-01     -1.6057403824244352e-08
      6.9999248274453463e-01     -1.5521549659459874e-08
      6.9999258002073195e-01     -1.5075720771957981e-08
      6.9999267526902742e-01     -1.4750111791358059e-08
      6.9999276855316017e-01     -1.4577544919602700e-08
      6.9999285994803206e-01     -1.4589051741069321e-08
      6.9999294953974733e-01     -1.4807695734306169e-08
      6.9999303742195251e-01     -1.5242350326232567e-08
      6.9999312368871569e-01     -1.5884044180347194e-08
      6.9999320842620150e-01     -1.6706841609180829e-08
      6.9999329170630054e-01     -1.7673059828691039e-08
      6.9999337358425961e-01     -1.8740517988329253e-08
      6.9999345410019320e-01     -1.9869044539385924e-08
      6.9999353328283898e-01     -2.1024599035540800e-08
      6.9999361115374104e-01     -2.2180855244343600e-08
      6.9999368773072446e-01     -2.3318974881906780e-08
      6.9999376303028815e-01     -2.4426458012464735e-08
      6.9999383706900953e-01     -2.5495727331887405e-08
      6.9999390986423149e-01     -2.6522808036673248e-08
      6.9999398143429570e-01     -2.7506246422119862e-08
      6.9999405179852259e-01     -2.8446287893899093e-08
      6.9999412097706937e-01     -2.9344281531365355e-08
      6.9999418899074295e-01     -3.0202263170754486e-08
      6.9999425586080988e-01     -3.1022671277799189e-08
