============================================================
QNM Convergence Report
============================================================
Date: 2026-02-07 18:59:11
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 504
  General (Re!=0, Im!=0): 22
  Purely imaginary (Re~0): 84
  Purely real (Im~0): 398

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.9991524103971031e-01      2.0617288848606452e-04
      1.9984343094714066e-01      2.0085480019577687e-04
      1.9997245905780642e-01      1.9109310074965976e-04
      2.0001310352772747e-01      1.6534468084401433e-04
      1.9976514801817186e-01      1.6387559832428303e-04
      2.0003890495645829e-01      1.3612359991541881e-04
      2.0005304847035194e-01      1.0810522457147856e-04
      2.0004835360656328e-01     -1.1956149325665663e-04
      1.9973355724623290e-01     -1.3607246824649482e-04
      2.0002972362599383e-01     -1.4853290929725215e-04
      1.9999801620456811e-01     -1.7706213028863683e-04
      1.9981021439166716e-01     -1.8991435841044432e-04
      1.9995038716850153e-01     -1.9941529009777752e-04
      1.9988635832004611e-01     -2.0725499189946543e-04
      3.1095690839826745e-01     -8.6593285615637949e-02
      2.6511257530466192e-01     -2.9277676442771294e-01
      2.2605416220195990e-01     -5.3414486917909765e-01
      2.0052368349535843e-01     -7.8565707359984061e-01
      1.8321828164261697e-01     -1.0393702946128367e+00
      1.7073223512708177e-01     -1.2932668315904359e+00
      1.6122187253306924e-01     -1.5468528288495327e+00
      1.5367055417987338e-01     -1.8000377411798127e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.9895266125256750e-01     -4.0604382503544080e-08
      1.9900636546448514e-01     -2.4619239542360241e-07
      1.9950640656605512e-01      1.0594060239833599e-07
      1.9953746332511960e-01     -1.4735507364456127e-08
      1.9968019581538879e-01     -3.6454714838580948e-05
      1.9969763661016615e-01      8.4725055911473760e-05
      1.9974154987293533e-01     -6.5827274379832462e-09
      1.9983543108859017e-01     -3.4462841794099334e-09
      1.9988615364724027e-01     -2.0147258723130048e-09
      1.9991660460808539e-01     -1.2751501268247628e-09
      1.9993629916877195e-01     -8.5646652753643217e-10
      1.9994976313716906e-01     -6.0232092802735948e-10
      1.9995937110726086e-01     -4.3936856806249247e-10
      1.9996646585829783e-01     -3.3018130213975737e-10
      1.9997185293766104e-01     -2.5432438184042250e-10
      1.9997603930715657e-01     -2.0000636492575718e-10
      1.9997935690826038e-01     -1.6010224480675527e-10
      1.9998203044907528e-01     -1.3013554344717355e-10
      1.9998421643237813e-01     -1.0719827253646802e-10
      1.9998602656635728e-01     -8.9345915617139636e-11
      1.9998754231134608e-01     -7.5244902593717766e-11
      1.9998882420008796e-01     -6.3960028371962837e-11
      1.9998991797218005e-01     -5.4822328250026783e-11
      1.9999085870894381e-01     -4.7344728597611882e-11
      1.9999167368028137e-01     -4.1166893352979986e-11
      1.9999238434240951e-01     -3.6018376968318791e-11
      1.9999300776402620e-01     -3.1693524708446023e-11
      1.9999355766042518e-01     -2.8034070881059228e-11
      1.9999404515405309e-01     -2.4916878473709092e-11
      1.9999447934118608e-01     -2.2245172986173918e-11
      1.9999486771921687e-01     -1.9942189182046495e-11
      1.9999521651240060e-01     -1.7946508737118190e-11
      1.9999553092272826e-01     -1.6208598996188433e-11
      1.9999581532496732e-01     -1.4688215711341936e-11
      1.9999607341963127e-01     -1.3352434557034172e-11
      1.9999630835393822e-01     -1.2174145251179471e-11
      1.9999652281819114e-01     -1.1130889500167037e-11
      1.9999671912312561e-01     -1.0203956925378925e-11
      1.9999689926240280e-01     -9.3776762943418378e-12
      1.9999706496341974e-01     -8.6388558509781417e-12
      1.9999721772886875e-01     -7.9763383722470070e-12
      1.9999735887092132e-01     -7.3806451618613036e-12
      1.9999748953949548e-01     -6.8436894752505255e-12
      1.9999761074574851e-01     -6.3585445096732071e-12
