============================================================
QNM Convergence Report
============================================================
Date: 2026-02-14 11:13:33
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 451
  General (Re!=0, Im!=0): 60
  Purely imaginary (Re~0): 83
  Purely real (Im~0): 308

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4023440419772704e+00      3.3021075477564216e-04
      1.4015775835531248e+00      1.3576806083539716e-04
      1.4013672383412399e+00      1.1220125898210688e-04
      1.3989840383445562e+00     -1.0575262040494329e-04
      1.4012866032226474e+00     -1.0883704314811198e-04
      1.4000519960410556e+00     -1.1246087655830724e-04
      1.3989268155845729e+00     -1.1482957803925300e-04
      1.3988646438145780e+00     -1.2497216078868773e-04
      1.3987969385845254e+00     -1.3634087899868364e-04
      1.4013739695884184e+00     -1.4242066911128454e-04
      1.3987230270552147e+00     -1.4912603947535286e-04
      1.4001221821339704e+00     -1.5443965475654475e-04
      1.3986421315578950e+00     -1.6355437714133948e-04
      1.4015923747731485e+00     -1.7225839485971256e-04
      1.3985533494961038e+00     -1.7989742128349403e-04
      1.4014678406223973e+00     -1.8386369376485650e-04
      1.4002140980115274e+00     -1.9557161833649126e-04
      1.3984556286358283e+00     -1.9848212160989014e-04
      1.3983477365429269e+00     -2.1970444128382240e-04
      1.4015684127267207e+00     -2.3444374130299618e-04
      1.4003274227753204e+00     -2.3509246212712691e-04
      1.3982282225410356e+00     -2.4404687749958478e-04
      1.4004613509032477e+00     -2.7145696612476450e-04
      1.3980953700406960e+00     -2.7210122657052901e-04
      1.4016758061657588e+00     -2.9565268851741505e-04
      1.4006143922814367e+00     -3.0211623205696512e-04
      1.3979471363763627e+00     -3.0459841706359216e-04
      1.4007843122541508e+00     -3.2307696447610499e-04
      1.3977810763028924e+00     -3.4244796253733701e-04
      1.4017900232988281e+00     -3.6921713340509196e-04
      1.3975942439307123e+00     -3.8679064415060094e-04
      1.3973830659467814e+00     -4.3906959244806684e-04
      1.4019108998041403e+00     -4.5711739950020071e-04
      1.3971431762181670e+00     -5.0112726434109369e-04
      1.4020380461322430e+00     -5.6160436366755728e-04
      1.3968691979139338e+00     -5.7533933359912013e-04
      1.3965544535046177e+00     -6.6480192741617448e-04
      1.3961905744627836e+00     -7.7359710131850122e-04
      1.3957669696961001e+00     -9.0717489717251441e-04
      1.3952700922831069e+00     -1.0729121295654945e-03
      1.3946824139932121e+00     -1.2809441037845463e-03
      1.3939809697371186e+00     -1.5454264423106080e-03
      1.3931352582034031e+00     -1.8864898124888374e-03
      1.3921041606945428e+00     -2.3333381609429811e-03
      1.3908313319053696e+00     -2.9292848305070584e-03
      1.3892381574264210e+00     -3.7401706589953918e-03
      1.3872127324457268e+00     -4.8688811485562491e-03
      1.3845921208883623e+00     -6.4812788166908235e-03
      1.3811327754605298e+00     -8.8544360507561547e-03
      1.3764587961848525e+00     -1.2470709108419504e-02
      1.3699646393092866e+00     -1.8212163661790216e-02
      1.3606092056517198e+00     -2.7793347234915628e-02
      1.3463849261806213e+00     -4.4825869018890366e-02
      1.3224496238415444e+00     -7.7817364872956568e-02
      1.2708555246388593e+00     -1.4974639816343963e-01
      3.0219561632316955e-01     -8.5835423714227066e-01
      2.8099204318702364e-01     -1.1448617892856869e+00
      2.6702395196471113e-01     -1.4199310286311337e+00
      2.5671712010780651e-01     -1.6880040419997449e+00
      2.4851402185918425e-01     -1.9516084496557504e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.3990368216764890e+00     -9.7605283594653455e-05
      1.3990856114714902e+00     -9.0271823303962945e-05
      1.3991307992146638e+00     -8.3653327683663088e-05
      1.3991727297337564e+00     -7.7664935396500593e-05
      1.3992117076944384e+00     -7.2233565899521658e-05
      1.3992480030679302e+00     -6.7296058451241054e-05
      1.3992818557521240e+00     -6.2797639024824784e-05
      1.3993134794922959e+00     -5.8690651650044305e-05
      1.3993430652198247e+00     -5.4933504048444006e-05
      1.3993707839053335e+00     -5.1489787752033785e-05
      1.3993967890051140e+00     -4.8327540933362271e-05
      1.3994212185656056e+00     -4.5418628465467138e-05
      1.3994441970393552e+00     -4.2738218679474461e-05
      1.3994658368566881e+00     -4.0264340201163592e-05
      1.3994862397898609e+00     -3.7977505357330492e-05
      1.3995054981403581e+00     -3.5860389124923519e-05
      1.3995236957750126e+00     -3.3897554586109753e-05
      1.3995409090325086e+00     -3.2075217455007994e-05
      1.3995572075184370e+00     -3.0381043537615878e-05
      1.3995726548042675e+00     -2.8803974038358944e-05
      1.3995873090432529e+00     -2.7334074483877104e-05
      1.3996012235143460e+00     -2.5962403735763293e-05
      1.3996144471035672e+00     -2.4680900139448426e-05
      1.3996270247308982e+00     -2.3482282330421215e-05
      1.3996389977296253e+00     -2.2359962610676957e-05
      1.3996504041840794e+00     -2.1307971133033064e-05
      1.3996612792309002e+00     -2.0320889401015948e-05
      1.3996716553282522e+00     -1.9393791817295822e-05
      1.3996815624968240e+00     -1.8522194202100852e-05
      1.3996910285359379e+00     -1.7702008361142197e-05
      1.3997000792176584e+00     -1.6929501915579113e-05
      1.3997087384614240e+00     -1.6201262718731176e-05
      1.3997170284913962e+00     -1.5514167279105099e-05
      1.3997249699784540e+00     -1.4865352689721047e-05
      1.3997325821685209e+00     -1.4252191632061302e-05
      1.3997398829987036e+00     -1.3672270081174836e-05
      1.3997468892025489e+00     -1.3123367388168112e-05
      1.3997536164055653e+00     -1.2603438458835807e-05
      1.3997600792120251e+00     -1.2110597783648676e-05
      1.3997662912839424e+00     -1.1643105105649201e-05
      1.3997722654130254e+00     -1.1199352539785725e-05
      1.3997780135863027e+00     -1.0777852980493806e-05
      1.3997835470460553e+00     -1.0377229654456245e-05
      1.3997888763446087e+00     -9.9962066929017100e-06
      1.3997940113944836e+00     -9.6336006129240575e-06
      1.3997989615143478e+00     -9.2883126104497926e-06
      1.3998037354711679e+00     -8.9593215789274393e-06
      1.3998083415189126e+00     -8.6456777777970413e-06
      1.3998127874341284e+00     -8.3464970835214811e-06
      1.3998170805486725e+00     -8.0609557635956667e-06
      1.3998212277798583e+00     -7.7882857206413305e-06
      1.3998252356582459e+00     -7.5277701595698931e-06
      1.3998291103532845e+00     -7.2787396359609167e-06
      1.3998328576969945e+00     -7.0405684483517828e-06
      1.3998364832058585e+00     -6.8126713411446801e-06
      1.3998399921010749e+00     -6.5945004883785037e-06
      1.3998433893273103e+00     -6.3855427317448674e-06
      1.3998466795700815e+00     -6.1853170490004661e-06
      1.3998498672718722e+00     -5.9933722313866255e-06
      1.3998529566470983e+00     -5.8092847508497176e-06
      1.3998559516960054e+00     -5.6326567997964032e-06
      1.3998588562175913e+00     -5.4631144878446384e-06
      1.3998616738216292e+00     -5.3003061815702482e-06
      1.3998644079398588e+00     -5.1439009746218775e-06
      1.3998670618364171e+00     -4.9935872768034192e-06
      1.3998696386175604e+00     -4.8490715118197131e-06
      1.3998721412407376e+00     -4.7100769143630467e-06
      1.3998745725230597e+00     -4.5763424180978451e-06
      1.3998769351492140e+00     -4.4476216268904060e-06
      1.3998792316788626e+00     -4.3236818623394707e-06
      1.3998814645535627e+00     -4.2043032813009280e-06
      1.3998836361032456e+00     -4.0892780576736177e-06
      1.3998857485522851e+00     -3.9784096232300412e-06
      1.3998878040251848e+00     -3.8715119627418807e-06
      1.3998898045519108e+00     -3.7684089590709274e-06
      1.3998917520728977e+00     -3.6689337842761597e-06
      1.3998936484437456e+00     -3.5729283331314937e-06
      1.3998954954396357e+00     -3.4802426957599386e-06
      1.3998972947594779e+00     -3.3907346663718972e-06
      1.3998990480298135e+00     -3.3042692853510872e-06
      1.3999007568084862e+00     -3.2207184121637719e-06
      1.3999024225880994e+00     -3.1399603267779636e-06
      1.3999040467992712e+00     -3.0618793574712233e-06
      1.3999056308137046e+00     -2.9863655330804335e-06
      1.3999071759470794e+00     -2.9133142579063008e-06
      1.3999086834617835e+00     -2.8426260076307648e-06
      1.3999101545694894e+00     -2.7742060447384763e-06
      1.3999115904335870e+00     -2.7079641520552220e-06
      1.3999129921714841e+00     -2.6438143831278412e-06
      1.3999143608567794e+00     -2.5816748282728250e-06
      1.3999156975213178e+00     -2.5214673952154211e-06
      1.3999170031571369e+00     -2.4631176033285719e-06
      1.3999182787183082e+00     -2.4065543905622985e-06
      1.3999195251226813e+00     -2.3517099322300223e-06
      1.3999207432535379e+00     -2.2985194708895974e-06
      1.3999219339611590e+00     -2.2469211566243854e-06
      1.3999230980643127e+00     -2.1968558970942960e-06
      1.3999242363516655e+00     -2.1482672167893304e-06
      1.3999253495831234e+00     -2.1011011249796511e-06
      1.3999264384911057e+00     -2.0553059919177008e-06
      1.3999275037817571e+00     -2.0108324329105492e-06
      1.3999285461361002e+00     -1.9676331999458515e-06
      1.3999295662111333e+00     -1.9256630806241599e-06
      1.3999305646408766e+00     -1.8848788042257749e-06
      1.3999315420373684e+00     -1.8452389548241059e-06
      1.3999324989916175e+00     -1.8067038914524232e-06
      1.3999334360745128e+00     -1.7692356754402522e-06
      1.3999343538376912e+00     -1.7327980051634966e-06
      1.3999352528143691e+00     -1.6973561586035462e-06
      1.3999361335201403e+00     -1.6628769442908938e-06
      1.3999369964537380e+00     -1.6293286614249959e-06
      1.3999378420977693e+00     -1.5966810702221099e-06
      1.3999386709194179e+00     -1.5649053738554568e-06
      1.3999394833711227e+00     -1.5339742137266060e-06
      1.3999402798912266e+00     -1.5038616802524254e-06
      1.3999410609046032e+00     -1.4745433418751907e-06
      1.3999418268232571e+00     -1.4459962956062022e-06
      1.3999425780468961e+00     -1.4181992430867895e-06
