============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 18:08:14
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 457
  General (Re!=0, Im!=0): 58
  Purely imaginary (Re~0): 83
  Purely real (Im~0): 316

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.3019008894285844e+00      2.4344367092469642e-04
      1.3012983193883478e+00      1.1354732009077233e-04
      1.2989771318679804e+00     -1.0494245755280608e-04
      1.2989122070455554e+00     -1.1510612897809645e-04
      1.3011889721716419e+00     -1.2506312417022501e-04
      1.2988409320706249e+00     -1.2662087068563284e-04
      1.3001204932700843e+00     -1.2756599042305054e-04
      1.2987624557364510e+00     -1.3971795741719536e-04
      1.2986757801511848e+00     -1.5467764297958145e-04
      1.3002065082924543e+00     -1.6105437929037081e-04
      1.3012723800299497e+00     -1.6193388779904590e-04
      1.3012597117926317e+00     -1.6407589184755359e-04
      1.2985797295229136e+00     -1.7184164681354348e-04
      1.2984729109649888e+00     -1.9162939755120630e-04
      1.3003121038592174e+00     -1.9291368545390223e-04
      1.3013619415481297e+00     -2.0713625786966040e-04
      1.2983536649196694e+00     -2.1455934802034360e-04
      1.3004362316192988e+00     -2.2158156776411767e-04
      1.3010742222200811e+00     -2.2472803165100551e-04
      1.2982200019595769e+00     -2.4127720480951074e-04
      1.3005770539694965e+00     -2.4441783965297944e-04
      1.3008981555146999e+00     -2.5326788444821882e-04
      1.3007319395394634e+00     -2.5714396063516624e-04
      1.3014577787080004e+00     -2.6207750762868398e-04
      1.2980695215523792e+00     -2.7259368636528049e-04
      1.2978993067120488e+00     -3.0953556213965644e-04
      1.3015598997094728e+00     -3.2839424945012644e-04
      1.2977057860794663e+00     -3.5341543012625324e-04
      1.2974845515226934e+00     -4.0592828053950797e-04
      1.3016681509972161e+00     -4.0797128814932040e-04
      1.2972301142733469e+00     -4.6928689171143198e-04
      1.3017821579178566e+00     -5.0295960172306708e-04
      1.2969355750519469e+00     -5.4641438060048174e-04
      1.3019012529220750e+00     -6.1578903038413655e-04
      1.2965921721873592e+00     -6.4122226279362117e-04
      1.2961886541231968e+00     -7.5901873025418717e-04
      1.2957103951257132e+00     -9.0711908164154049e-04
      1.2951381289909343e+00     -1.0957766212647804e-03
      1.2944461038149073e+00     -1.3396333517090675e-03
