============================================================
QNM Convergence Report
============================================================
Date: 2026-02-14 18:24:26
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 422
  General (Re!=0, Im!=0): 86
  Purely imaginary (Re~0): 84
  Purely real (Im~0): 252

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      2.2062219755394064e+00      5.3305040747770834e-04
      2.2052675283632071e+00      4.1715978789738694e-04
      2.2045139478003808e+00      3.3701556550521641e-04
      2.2039065884919182e+00      2.7744053525012992e-04
      2.1990607686827670e+00     -1.0125719717096893e-04
      2.1990354680020734e+00     -1.0539075422709988e-04
      2.1990091354444097e+00     -1.0975188235857665e-04
      2.1989817143730268e+00     -1.1435642396832670e-04
      2.1989531442292898e+00     -1.1922156037031219e-04
      2.2027178374288638e+00     -1.2083509135739115e-04
      2.1989233602037825e+00     -1.2436594536269487e-04
      2.1988922928749410e+00     -1.2980985421138017e-04
      2.1988598678115219e+00     -1.3557535006807368e-04
      2.1988260051347228e+00     -1.4168647014596729e-04
      2.1987906190352451e+00     -1.4816943432432601e-04
      2.1987536172399413e+00     -1.5505287925950356e-04
      2.2028725519477885e+00     -1.6220476516538225e-04
      2.1987149004219853e+00     -1.6236812155498429e-04
      2.1986743615476669e+00     -1.7014945409980401e-04
      2.1998778620222064e+00     -1.7217661741063503e-04
      2.1986318851519542e+00     -1.7843448033866410e-04
      2.1985873465338712e+00     -1.8726449200697124e-04
      2.1985406108614542e+00     -1.9668489677263361e-04
      2.1984915321745682e+00     -2.0674570330133350e-04
      2.2030379390192367e+00     -2.1435569391745586e-04
      2.1984399522721429e+00     -2.1750207253681749e-04
      2.1983856994683801e+00     -2.2901494550361847e-04
      2.1983285872001463e+00     -2.4135175974694903e-04
      2.1982684124650156e+00     -2.5458726868526102e-04
      2.1982049540662252e+00     -2.6880448074160363e-04
      2.2032139684204979e+00     -2.7841388373747050e-04
      2.1981379706370232e+00     -2.8409573823505539e-04
      2.1980671984124456e+00     -3.0056395977066366e-04
      2.1999243718242529e+00     -3.0586862305791342e-04
      2.1979923487113102e+00     -3.1832407441193558e-04
      2.1979131050849907e+00     -3.3750468143715174e-04
      2.2034008708920485e+00     -3.5587553793357514e-04
      2.1978291200821674e+00     -3.5824997619954410e-04
      2.1977400115699672e+00     -3.8072199082147103e-04
      2.1976453585414375e+00     -4.0510320852075288e-04
      2.1975446963267631e+00     -4.3159962275908379e-04
      2.1974375111106181e+00     -4.6044432771214649e-04
      2.1973232336399566e+00     -4.9190174555021498e-04
      2.1972012319847289e+00     -5.2627261966683254e-04
      2.1970708031876320e+00     -5.6389993256929780e-04
      2.1969311636069415e+00     -6.0517594429562022e-04
      2.1967814377175006e+00     -6.5055059410011531e-04
      2.1966206450873091e+00     -7.0054156757905781e-04
      2.1964476851888413e+00     -7.5574640711818385e-04
      2.1962613196325798e+00     -8.1685714048598714e-04
      2.1960601513219546e+00     -8.8467802718090593e-04
      2.1958425999197733e+00     -9.6014718364623359e-04
      2.1956068728809552e+00     -1.0443630586971610e-03
      2.1953509311382566e+00     -1.1386170057919251e-03
      2.1950724483181245e+00     -1.2444335614975757e-03
      2.1947687621020462e+00     -1.3636205205193827e-03
      2.1944368160210579e+00     -1.4983315398870440e-03
      2.1940730895602805e+00     -1.6511448684188158e-03
      2.1936735139348444e+00     -1.8251629672790882e-03
      2.1932333702518356e+00     -2.0241393841557388e-03
