============================================================
QNM Convergence Report
============================================================
Date: 2026-02-15 15:08:58
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 202
  General (Re!=0, Im!=0): 51
  Purely imaginary (Re~0): 40
  Purely real (Im~0): 111

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      3.0023357087679985e+00      1.1652060369872776e-04
      3.0043951022746356e+00     -1.0863459483658560e-04
      3.0046211918017711e+00     -1.2842812404350554e-04
      3.0048547327932145e+00     -1.6945665079574755e-04
      3.0051035280269804e+00     -2.2932289302626178e-04
      2.9996289510779088e+00     -2.9971126585888306e-04
      2.9936329403278679e+00     -1.6732512417023933e-03
      2.9933568331119345e+00     -1.7857862355292375e-03
      2.9930628227981289e+00     -1.9085202343258703e-03
      2.9927493707021320e+00     -2.0426208927992293e-03
      2.9924147745019343e+00     -2.1894179694882700e-03
      2.9920571477020288e+00     -2.3504298559284828e-03
      2.9916743961736012e+00     -2.5273951191083456e-03
      2.9912641913173195e+00     -2.7223101340525524e-03
      2.9908239393231666e+00     -2.9374741430553556e-03
      2.9903507459193492e+00     -3.1755434074067996e-03
      2.9898413759090992e+00     -3.4395965370050186e-03
      2.9892922066902550e+00     -3.7332136203148173e-03
      2.9886991748389655e+00     -4.0605724680581141e-03
      2.9880577147187415e+00     -4.4265661774908283e-03
      2.9873626879552782e+00     -4.8369473857525387e-03
      2.9866083025069572e+00     -5.2985060995814253e-03
      2.9857880199793141e+00     -5.8192899862316910e-03
      2.9848944498101582e+00     -6.4088786539341011e-03
      2.9839192290411636e+00     -7.0787269715024909e-03
      2.9828528866733071e+00     -7.8425971996975343e-03
      2.9816846922081521e+00     -8.7171060886242126e-03
      2.9804024891130099e+00     -9.7224217864505021e-03
      2.9789925159472594e+00     -1.0883157341739648e-02
      2.9774392212795524e+00     -1.2229524129083220e-02
      2.9757250841611209e+00     -1.3798831699526445e-02
      2.9738304611712816e+00     -1.5637453371042661e-02
      2.9717334961531163e+00     -1.7803423927812541e-02
      2.9694101533951778e+00     -2.0369904230530075e-02
      2.9668344753502267e+00     -2.3429848684259503e-02
      2.9639792325006415e+00     -2.7102363792630566e-02
      2.9608172439146490e+00     -3.1541480257654936e-02
      2.9573238349147157e+00     -3.6948430414982719e-02
      2.9534812229283851e+00     -4.3589122202366236e-02
      2.9492861980976537e+00     -5.1819506904636464e-02
      2.9447635184865590e+00     -6.2123293775849742e-02
      2.9399894446802306e+00     -7.5169671947428809e-02
      2.9351338431509402e+00     -9.1904879396311673e-02
      2.9305377690101135e+00     -1.1370413884637848e-01
