============================================================
QNM Convergence Report
============================================================
Date: 2026-02-14 17:32:47
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 446
  General (Re!=0, Im!=0): 64
  Purely imaginary (Re~0): 84
  Purely real (Im~0): 298

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.5028246421663816e+00      2.8005238320939421e-04
      1.5019299729114000e+00      1.6491187128096524e-04
      1.5016684736174288e+00      1.3567406291302729e-04
      1.5014541246878230e+00      1.1325419359573068e-04
      1.4991380785366046e+00     -1.0081048855209755e-04
      1.4990980645095189e+00     -1.0793978849722672e-04
      1.4990552133350892e+00     -1.1575541319187615e-04
      1.5014529592648038e+00     -1.1658922789563405e-04
      1.4990092518755167e+00     -1.2434171267467829e-04
      1.5000115635014599e+00     -1.3255987189517412e-04
      1.4989598735177683e+00     -1.3379574708862534e-04
      1.4989067331594377e+00     -1.4422957046526092e-04
      1.5015489847630950e+00     -1.5253984607511891e-04
      1.4988494413022140e+00     -1.5577299404464696e-04
      1.4987875570681215e+00     -1.6857694500478678e-04
      1.4987205799098400e+00     -1.8281756831127493e-04
      1.5000734981457775e+00     -1.9158875436056929e-04
      1.5016519848964147e+00     -1.9680483486442208e-04
      1.4986479397307988e+00     -1.9870126108623544e-04
      1.4985689850598360e+00     -2.1647088384106177e-04
      1.4984829688342938e+00     -2.3641346583330790e-04
      1.5017621688140970e+00     -2.5068775215109182e-04
      1.5001592370131578e+00     -2.5073424497346059e-04
      1.4983890312282184e+00     -2.5886981926872123e-04
      1.4982861788102741e+00     -2.8424660832243414e-04
      1.5002687255659679e+00     -3.0909543995158705e-04
      1.4981732591175541e+00     -3.1303159712087577e-04
      1.5018796750324370e+00     -3.1570686937946817e-04
      1.5019130890168020e+00     -3.4116611500732967e-04
      1.4980489294708139e+00     -3.4581304470033311e-04
      1.5004018252197910e+00     -3.6516731941579325e-04
      1.4979116185120009e+00     -3.8330455171352301e-04
      1.5020045297458628e+00     -3.9361549091596119e-04
      1.5005580426715115e+00     -4.1663248547055151e-04
      1.4977594784860713e+00     -4.2637713298906131e-04
      1.5007363962241338e+00     -4.6007169300920899e-04
      1.4975903256737761e+00     -4.7610095057651184e-04
      1.5021366003946373e+00     -4.8642010226029512e-04
      1.4974015655509465e+00     -5.3380008116885676e-04
      1.5022755402778181e+00     -5.9639717552579553e-04
      1.4971900981186210e+00     -6.0112504208395729e-04
      1.4969521972969706e+00     -6.8014976380093711e-04
      1.4966833561315858e+00     -7.7350258849653592e-04
      1.4963780865734091e+00     -8.8454518733044937e-04
      1.4960296583997552e+00     -1.0176198138209598e-03
      1.4956297559121692e+00     -1.1783953279615412e-03
      1.4951680225991302e+00     -1.3743580518309417e-03
      1.4946314518492825e+00     -1.6155183115783064e-03
      1.4940035643887999e+00     -1.9154435890658653e-03
      1.4932632880262879e+00     -2.2927952515244265e-03
      1.4923834192423187e+00     -2.7736570493799443e-03
      1.4913284949316523e+00     -3.3951353090427685e-03
      1.4900518316145666e+00     -4.2110499210932639e-03
      1.4884913963144475e+00     -5.3011527359043704e-03
      1.4865640660485242e+00     -6.7864716675949668e-03
      1.4841577531728440e+00     -8.8556493106800045e-03
      1.4811209609922180e+00     -1.1811791651736679e-02
      1.4772499980514575e+00     -1.6159417784595904e-02
      1.4722764679872196e+00     -2.2774659181377829e-02
      1.4658648994488530e+00     -3.3262860586796103e-02
