============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 11:04:37
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 475
  General (Re!=0, Im!=0): 38
  Purely imaginary (Re~0): 86
  Purely real (Im~0): 351

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      8.0131318917801675e-01      7.7113373946483465e-04
      8.0122798550885166e-01      6.0650228245184270e-04
      8.0113909535736139e-01      4.7166539563517129e-04
      8.0105075462863784e-01      3.6196754990674361e-04
      8.0096442727350603e-01      2.7409630761370132e-04
      8.0088459951639812e-01      2.0284079074838886e-04
      8.0080497135616313e-01      1.4932893314312826e-04
      8.0035818761703381e-01     -1.0403737387997125e-04
      8.0027652784989645e-01     -1.0597710262497496e-04
      7.9927820528685212e-01     -1.1042738221500408e-04
      8.0058913689912081e-01     -1.2386391748241975e-04
      7.9919611821627923e-01     -1.2994038848902089e-04
      7.9909934444521791e-01     -1.5430658065091138e-04
      8.0063836841109037e-01     -1.5868401837445265e-04
      7.9898420429848693e-01     -1.8512303666364316e-04
      8.0069105725057799e-01     -2.0169419376085619e-04
      7.9884580638444791e-01     -2.2465636393945867e-04
      8.0074686226553426e-01     -2.5452093937879149e-04
      7.9867754377439948e-01     -2.7619145426228129e-04
      8.0080515283468423e-01     -3.1904264530750921e-04
      7.9847033305561088e-01     -3.4460213884773941e-04
      8.0086490571064883e-01     -3.9739029351982722e-04
      7.9821143873832601e-01     -4.3731416930078201e-04
      8.0092457846828058e-01     -4.9192679376513615e-04
      7.9788261200116062e-01     -5.6598767682684132e-04
      8.0098195983945686e-01     -6.0519441500130750e-04
      8.0103399950397569e-01     -7.3981702549987861e-04
      7.9745706529872928e-01     -7.4957467867475336e-04
      8.0107662459023077e-01     -8.9834177531187350e-04
      7.9689441667045069e-01     -1.0201307781159813e-03
      7.9613200219134173e-01     -1.4344480442284556e-03
      7.9506956489616920e-01     -2.0987805156420947e-03
      7.9354184141025541e-01     -3.2252458168555735e-03
      7.9127010782250984e-01     -5.2719026268595749e-03
      7.8778544603680223e-01     -9.3299586613967110e-03
      7.8237183244147324e-01     -1.8366341315053061e-02
      7.7454085149426299e-01     -4.2379158197835609e-02
      7.6823642029959194e-01     -1.3919661995929508e-01

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      7.9934841419956748e-01     -9.4620922478776064e-05
      7.9940891703277195e-01     -8.1683729621360342e-05
      7.9946141394561687e-01     -7.0994990565062394e-05
      7.9950725042406978e-01     -6.2087945058548092e-05
      7.9954750206942782e-01     -5.4607172369356128e-05
      7.9958303675688980e-01     -4.8278864891010624e-05
      7.9961456078218229e-01     -4.2889818863087942e-05
      7.9964265352319175e-01     -3.8272374025822970e-05
      7.9966779375860564e-01     -3.4293475593988032e-05
      7.9969037985410696e-01     -3.0846633431567258e-05
      7.9971074539112974e-01     -2.7845944242023321e-05
      7.9972917137372046e-01     -2.5221600763023033e-05
      7.9974589584130373e-01     -2.2916485005769862e-05
      7.9976112149710865e-01     -2.0883560190586687e-05
      7.9977502180579163e-01     -1.9083857003492376e-05
      7.9978774590069868e-01     -1.7484906225724843e-05
      7.9979942255853798e-01     -1.6059509559198909e-05
      7.9981016343822442e-01     -1.4784768802975513e-05
      7.9982006573525410e-01     -1.3641313922767825e-05
      7.9982921436888510e-01     -1.2612685364975029e-05
      7.9983768379362752e-01     -1.1684836821288386e-05
      7.9984553950689719e-01     -1.0845732673348209e-05
      7.9985283930961759e-01     -1.0085020325412380e-05
      7.9985963436490459e-01     -9.3937621217456946e-06
      7.9986597009091409e-01     -8.7642149401132672e-06
      7.9987188691684863e-01     -8.1896481377335355e-06
      7.9987742092554504e-01     -7.6641925073746633e-06
      7.9988260440165737e-01     -7.1827144294320194e-06
      7.9988746630093732e-01     -6.7407105914958011e-06
      7.9989203265331699e-01     -6.3342195721120689e-06
      7.9989632691024048e-01     -5.9597473113205461e-06
      7.9990037024487826e-01     -5.6142040630313144e-06
      7.9990418181238065e-01     -5.2948508780578733e-06
      7.9990777897613097e-01     -4.9992540280031529e-06
      7.9991117750497642e-01     -4.7252460693295232e-06
      7.9991439174561063e-01     -4.4708924792996110e-06
      7.9991743477361865e-01     -4.2344629829957097e-06
      7.9992031852614853e-01     -4.0144068425819888e-06
      7.9992305391871787e-01     -3.8093315035955757e-06
      7.9992565094828416e-01     -3.6179840940048040e-06
      7.9992811878439452e-01     -3.4392353545142021e-06
      7.9993046584996286e-01     -3.2720656466504447e-06
      7.9993269989300109e-01     -3.1155527413290988e-06
      7.9993482805044269e-01     -2.9688611371079853e-06
      7.9993685690503902e-01     -2.8312326959631156e-06
      7.9993879253617473e-01     -2.7019784166098762e-06
      7.9994064056533143e-01     -2.5804711922899057e-06
      7.9994240619683565e-01     -2.4661394224868140e-06
      7.9994409425444080e-01     -2.3584613669792724e-06
      7.9994570921422259e-01     -2.2569601466052065e-06
      7.9994725523420640e-01     -2.1611993085998448e-06
      7.9994873618109175e-01     -2.0707788857962471e-06
      7.9995015565439509e-01     -1.9853318886790836e-06
      7.9995151700829137e-01     -1.9045211775405834e-06
      7.9995282337140117e-01     -1.8280366690330307e-06
      7.9995407766474225e-01     -1.7555928374365544e-06
      7.9995528261803606e-01     -1.6869264761235582e-06
      7.9995644078454109e-01     -1.6217946891346723e-06
      7.9995755455456086e-01     -1.5599730865964356e-06
      7.9995862616776192e-01     -1.5012541610008743e-06
      7.9995965772441913e-01     -1.4454458242096389e-06
      7.9996065119569426e-01     -1.3923700875059648e-06
