============================================================
QNM Convergence Report
============================================================
Date: 2026-02-14 12:30:50
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 452
  General (Re!=0, Im!=0): 63
  Purely imaginary (Re~0): 83
  Purely real (Im~0): 306

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4224314251463179e+00      3.4932109425491966e-04
      1.4216858583670706e+00      1.4602882862886380e-04
      1.4214582938797511e+00      1.2032935263828684e-04
      1.4220994366960209e+00      1.1831232833935942e-04
      1.4212715574607111e+00      1.0053829997137197e-04
      1.4189950213952880e+00     -1.0429541042984264e-04
      1.4213229659629925e+00     -1.1158464728143403e-04
      1.4189399644829184e+00     -1.1299980968819287e-04
      1.4200513396666350e+00     -1.1649110852598710e-04
      1.4188802792986013e+00     -1.2269712524517901e-04
      1.4188154349738940e+00     -1.3353256559346896e-04
      1.4187448227209083e+00     -1.4567749036277904e-04
      1.4214123593007111e+00     -1.4594691584097797e-04
      1.4186677417776268e+00     -1.5933505221535642e-04
      1.4201223679772930e+00     -1.6006782817424287e-04
      1.4185833823233331e+00     -1.7474726796762126e-04
      1.4215083665677255e+00     -1.8831461187436704e-04
      1.4184908045991840e+00     -1.9220393768245973e-04
      1.4216198711732018e+00     -1.9459790074642801e-04
      1.4202154619942149e+00     -2.0280525953535994e-04
      1.4183889132462215e+00     -2.1205397071125373e-04
      1.4182764255765226e+00     -2.3471987107910507e-04
      1.4216111845946873e+00     -2.3998028632729392e-04
      1.4203303268030509e+00     -2.4393898968362801e-04
      1.4181518320950421e+00     -2.6071640386421250e-04
      1.4204662009527991e+00     -2.8192643391302796e-04
      1.4180133470508278e+00     -2.9067484277285914e-04
      1.4217209334754304e+00     -3.0245215815152842e-04
      1.4206216574790349e+00     -3.1423334355424590e-04
      1.4178588460604507e+00     -3.2537473689534457e-04
      1.4207945366739079e+00     -3.3691177921627100e-04
      1.4176857868324042e+00     -3.6578590711731359e-04
      1.4218376144571250e+00     -3.7747431611839148e-04
      1.4174911076099082e+00     -4.1312450538869380e-04
      1.4219610612933422e+00     -4.6704556804498705e-04
      1.4172710959650647e+00     -4.6892862231063794e-04
      1.4170212177561985e+00     -5.3516139259236338e-04
      1.4220908817390385e+00     -5.7343613360050000e-04
      1.4167358920032043e+00     -6.1435327527284357e-04
      1.4164081915294060e+00     -7.0980091003108739e-04
      1.4160294405073053e+00     -8.2584888654786931e-04
      1.4155886670186963e+00     -9.6829495773791228e-04
      1.4150718489692404e+00     -1.1449822016053118e-03
      1.4144608612151617e+00     -1.3666795835169086e-03
      1.4137319839547084e+00     -1.6484164411439983e-03
      1.4128537560645367e+00     -2.0115472058016785e-03
      1.4117838325268304e+00     -2.4870193198059192e-03
      1.4104642972534229e+00     -3.1206765028937728e-03
      1.4088145260953184e+00     -3.9821068752221881e-03
      1.4067200619405067e+00     -5.1798694447683404e-03
      1.4040147875302671e+00     -6.8886292411066818e-03
      1.4004513470661686e+00     -9.3994974535537065e-03
      1.3956496600312807e+00     -1.3217953676806227e-02
      1.3890004852711086e+00     -1.9265715564629911e-02
      1.3794615274175068e+00     -2.9329221023582128e-02
      1.3650295700644253e+00     -4.7162224752094806e-02
      1.3408644726831946e+00     -8.1598072574820518e-02
      1.2888217614620758e+00     -1.5656389441066262e-01
      3.0144134863031030e-01     -8.5505546560447354e-01
      2.8015447789302306e-01     -1.1424143449773927e+00
      2.6617382568630954e-01     -1.4180791817141027e+00
      2.5591405516047333e-01     -1.6865901494457480e+00
      2.4779534767840944e-01     -1.9505036167599821e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4190459146059666e+00     -9.6460341278461960e-05
      1.4190930520429039e+00     -8.9388982063316565e-05
      1.4191367930517620e+00     -8.2990710662848356e-05
      1.4191774551535039e+00     -7.7187481236957935e-05
      1.4192153197338504e+00     -7.1911838358035469e-05
      1.4192506368526843e+00     -6.7105280894020272e-05
      1.4192836293251336e+00     -6.2716907970972226e-05
      1.4193144961973554e+00     -5.8702293558341164e-05
      1.4193434157171960e+00     -5.5022547224328909e-05
      1.4193705478817014e+00     -5.1643527175659910e-05
      1.4193960366288008e+00     -4.8535178402030096e-05
      1.4194200117287206e+00     -4.5670974022263176e-05
      1.4194425904211228e+00     -4.3027442102235510e-05
      1.4194638788362131e+00     -4.0583763530721647e-05
      1.4194839732317197e+00     -3.8321429186646828e-05
      1.4195029610724574e+00     -3.6223946754091196e-05
