============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 16:14:14
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 482
  General (Re!=0, Im!=0): 43
  Purely imaginary (Re~0): 83
  Purely real (Im~0): 356

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      8.0117887275201127e-01      9.5698068511116676e-04
      8.0112929532860255e-01      7.8038214424739022e-04
      8.0106910562670197e-01      6.3130839593856527e-04
      8.0100309751421550e-01      5.0673634687810342e-04
      8.0093484929914316e-01      4.0359216239136265e-04
      8.0086687665616951e-01      3.1877341508367057e-04
      8.0080100597908266e-01      2.4970370825538239e-04
      8.0073813885144340e-01      1.9336108290960585e-04
      8.0067961068433824e-01      1.4877609675441640e-04
      8.0062370948178707e-01      1.1128584772835683e-04
      7.9850050712832643e-01     -1.0439403592445435e-04
      8.0057382445016778e-01     -1.1261371133262152e-04
      7.9824440699077104e-01     -1.3187185571618241e-04
      8.0062207243047423e-01     -1.4496749275831508e-04
      7.9791723102595435e-01     -1.6977761328515923e-04
      8.0067392944756777e-01     -1.8503253325623546e-04
      7.9749030804550780e-01     -2.2348495686061695e-04
      8.0072906466964677e-01     -2.3440508269341248e-04
      8.0078697914097807e-01     -2.9488591092149616e-04
      7.9691909048870013e-01     -3.0199255446617930e-04
      8.0084677014465933e-01     -3.6854658318813632e-04
      7.9613146561664516e-01     -4.2104564591452308e-04
      8.0090707033185826e-01     -4.5769838836009862e-04
      8.0096587770386019e-01     -5.6485433054104294e-04
      7.9500481802743894e-01     -6.0961566488752458e-04
      8.0102039976018591e-01     -6.9264310977988359e-04
      8.0106686692794615e-01     -8.4366772889830867e-04
      7.9331777738271736e-01     -9.2412528771294671e-04
      7.9063961631583202e-01     -1.4813268279817557e-03
      7.8604744372184931e-01     -2.5354571187682536e-03
      7.7729144443310583e-01     -4.6247537613259681e-03
      7.5788768930914918e-01     -8.1511358721354579e-03
      5.4286667699094948e-01     -1.3400707810312365e-01
      4.2397315579326822e-01     -3.9136261190175797e-01
      3.6558169781336886e-01     -6.6693215819251173e-01
      3.3246428945404305e-01     -9.3651845311475157e-01
      3.1026668980596650e-01     -1.2005675421748303e+00
      2.9367352380284251e-01     -1.4610383121269102e+00
      2.8043130335971272e-01     -1.7192255559392640e+00
      2.6942952965206740e-01     -1.9758883424775442e+00
      2.6004581237464774e-01     -2.2314939187854259e+00
      2.5190431846439809e-01     -2.4862965103759276e+00
      2.4469683384574886e-01     -2.7404827362626318e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      7.9870463633902644e-01     -8.4010231820231485e-05
      7.9886990951854131e-01     -6.8581830863604899e-05
      7.9900556460389638e-01     -5.6696217027255014e-05
      7.9911825686431093e-01     -4.7395894553783231e-05
      7.9921287703574162e-01     -4.0016802051181727e-05
      7.9929308301406943e-01     -3.4088864223648363e-05
      7.9936165400415649e-01     -2.9273158317864958e-05
      7.9942073165430427e-01     -2.5321243025111974e-05
      7.9947198751654858e-01     -2.2048251323920764e-05
