============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 16:44:40
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 452
  General (Re!=0, Im!=0): 55
  Purely imaginary (Re~0): 84
  Purely real (Im~0): 313

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.3020594347768293e+00      2.3956467669986281e-04
      1.3013376239166836e+00      1.1831470035630185e-04
      1.2991159467447913e+00     -1.0826639409294607e-04
      1.3011690134180032e+00     -1.1787125580814645e-04
      1.2990640224953889e+00     -1.1798443446458070e-04
      1.2990074148275146e+00     -1.2889691475483574e-04
      1.3000768188086469e+00     -1.3935883268520669e-04
      1.2989455469325142e+00     -1.4119241292754938e-04
      1.3012507628363170e+00     -1.5295353483063198e-04
      1.2988777510409575e+00     -1.5509624441258432e-04
      1.2988032507875267e+00     -1.7087905371820683e-04
      1.3001516761136811e+00     -1.8209617714347911e-04
      1.2987211394888933e+00     -1.8886777051369384e-04
      1.3013385946036922e+00     -1.9603334190938145e-04
      1.2986303532255046e+00     -2.0945968451079372e-04
      1.3013955952912446e+00     -2.1306414260784213e-04
      1.3002467890833509e+00     -2.2379668202816529e-04
      1.2985296372713659e+00     -2.3314066920396897e-04
      1.3014326507410667e+00     -2.4845959650934038e-04
      1.2984175039457084e+00     -2.6050897467643744e-04
      1.3003617577440210e+00     -2.6294309736499320e-04
      1.2982921793174271e+00     -2.9230656773685117e-04
      1.3004956726633592e+00     -2.9712241763612607e-04
      1.3015329710433563e+00     -3.1180335522690620e-04
      1.3006470335923310e+00     -3.2264947328417237e-04
      1.3009950359976012e+00     -3.2471883178891779e-04
      1.2981515353059982e+00     -3.2946080512513432e-04
      1.3008139956741933e+00     -3.3417004007408701e-04
      1.2979930024868458e+00     -3.7314040827331912e-04
      1.3016394472204627e+00     -3.8787769598190103e-04
      1.2978134571709603e+00     -4.2483146326207418e-04
      1.3017517672433818e+00     -4.7875600153533192e-04
      1.2976090738584118e+00     -4.8644181066732916e-04
      1.2973751306173997e+00     -5.6044622359303789e-04
      1.3018693474911591e+00     -5.8678633791493416e-04
      1.2971057497876948e+00     -6.5009103141093320e-04
      1.3019912507727318e+00     -7.1459856761495069e-04
      1.2967935488384099e+00     -7.5968672692761053e-04
      1.2964291649625643e+00     -8.9503297978527270e-04
      1.2960006000816395e+00     -1.0640465294842079e-03
      1.2954923072206670e+00     -1.2777060780209011e-03
      1.2948838996925047e+00     -1.5515031503806115e-03
