============================================================
QNM Convergence Report
============================================================
Date: 2026-02-07 18:34:05
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 501
  General (Re!=0, Im!=0): 21
  Purely imaginary (Re~0): 86
  Purely real (Im~0): 394

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.9987461670673562e-01      2.6857145014601758e-04
      1.9976907376644623e-01      2.5544198690863389e-04
      1.9995755439950552e-01      2.4889560637193227e-04
      2.0001534280807384e-01      2.1292809403342553e-04
      1.9965167433686867e-01      1.8980929333648741e-04
      2.0005083806331075e-01      1.7216027503601767e-04
      2.0006924575804330e-01      1.3350421339168066e-04
      2.0007587825280171e-01      1.0037512522241416e-04
      2.0007096006408726e-01     -1.0345426773207856e-04
      2.0006229949924675e-01     -1.3585996887095051e-04
      1.9965435659861455e-01     -1.6222524319651509e-04
      2.0004161187033667e-01     -1.7279378818871649e-04
      1.9882642096132044e-01     -1.9056185969465312e-04
      2.0000396178466490e-01     -2.1047725031105068e-04
      1.9976108499130224e-01     -2.3414561567890429e-04
      1.9994489389029887e-01     -2.4165253743961736e-04
      1.9986258347753019e-01     -2.5477070565783552e-04
      1.9508083925052158e-01     -1.4872064280018235e-03
      1.1620668013418312e-01     -7.5358181321549700e-02
      8.1935127459964660e-02     -3.4271955015301286e-01
      7.3635581198301783e-02     -5.9923814350676230e-01

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.9949906823360114e-01     -5.3882463078955509e-05
      1.9953238919239316e-01      8.3375753552105935e-05
      1.9956460644135748e-01     -2.6294134898918007e-05
      1.9972526063151891e-01     -2.1981614531443929e-05
      1.9982708500385973e-01     -1.0996595401867015e-05
      1.9988132694343369e-01     -6.2585436052398018e-06
      1.9991356821364586e-01     -3.8923497149448167e-06
      1.9993426724191027e-01     -2.5824861214883503e-06
      1.9994833752503657e-01     -1.7998598562014793e-06
      1.9995833281633477e-01     -1.3039034264565875e-06
      1.9996568643700743e-01     -9.7456405949630638e-07
      1.9997125304112373e-01     -7.4738250320614600e-07
      1.9997556779343204e-01     -5.8564262300236140e-07
      1.9997897961854103e-01     -4.6738636251568858e-07
      1.9998172386717430e-01     -3.7893340984431693e-07
      1.9998396394209475e-01     -3.1145852621726131e-07
      1.9998581615831212e-01     -2.5909495469988527e-07
      1.9998736513175203e-01     -2.1783928784019980e-07
      1.9998867360597905e-01     -1.8489610489137419e-07
      1.9998978890079491e-01     -1.5827330193050599e-07
      1.9999074724734672e-01     -1.3652520388835493e-07
      1.9999157676574059e-01     -1.1858541978618036e-07
      1.9999229955003717e-01     -1.0365566001966254e-07
      1.9999293315380595e-01     -9.1130291057969922e-08
      1.9999349166538216e-01     -8.0544208001763069e-08
      1.9999398649739189e-01     -7.1536221319535894e-08
      1.9999442697412959e-01     -6.3822951026785679e-08
      1.9999482077384068e-01     -5.7179954261435705e-08
      1.9999517426546759e-01     -5.1427907529449500e-08
      1.9999549276768649e-01     -4.6422370278413294e-08
      1.9999578075007152e-01     -4.2046118560378114e-08
      1.9999604199070417e-01     -3.8203345099136738e-08
      1.9999627970068054e-01     -3.4815229794137845e-08
      1.9999649662322921e-01     -3.1816526908391737e-08
      1.9999669511318863e-01     -2.9152913802565572e-08
      1.9999687720116893e-01     -2.6778915276621218e-08
      1.9999704464568049e-01     -2.4656266681907188e-08
      1.9999719897574050e-01     -2.2752614173678489e-08
      1.9999734152589502e-01     -2.1040475967829452e-08
      1.9999747346516089e-01     -1.9496407097817163e-08
      1.9999759582106458e-01     -1.8100323904746454e-08
      1.9999770949970483e-01     -1.6834954705583160e-08
      1.9999781530257316e-01     -1.5685390735601567e-08
      1.9999791394071781e-01     -1.4638717240653645e-08
      1.9999800604671950e-01     -1.3683708725729756e-08
      1.9999809218485809e-01     -1.2810590286275015e-08
      1.9999817285973048e-01     -1.2010120938238877e-08
      1.9999824852630327e-01     -1.1306610833791936e-08
      1.9999831936998130e-01     -9.3487240219251695e-09
      1.9999837259195302e-01     -2.7366684236649453e-08
      1.9999839661884697e-01      3.4449123274405034e-08
      1.9999842814328653e-01     -8.6796920425819246e-08
      1.9999845353170217e-01      9.4235500105375051e-08
