============================================================
QNM Convergence Report
============================================================
Date: 2026-04-02 19:46:42
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 488
  General (Re!=0, Im!=0): 75
  Purely imaginary (Re~0): 49
  Purely real (Im~0): 364

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      5.0010027315027905e-01      5.0352915085145140e-04
      5.0021477229378875e-01      3.8863201846106940e-04
      5.0026615256793239e-01      2.7114268786108400e-04
      4.9983234246521274e-01      2.5277265861897404e-04
      4.9987742117716072e-01      2.5239075555066073e-04
      4.9991782394232748e-01      2.4356150389167602e-04
      4.9978514094613574e-01      2.4298355042009129e-04
      4.9995200105560877e-01      2.2863560604310227e-04
      4.9973900041891234e-01      2.2241199386179852e-04
      4.9997945093991686e-01      2.1003830142998724e-04
      4.9969709654215944e-01      1.9179596928162670e-04
      5.0000049467264251e-01      1.8985188931853501e-04
      5.0001594379394287e-01      1.6962126535600795e-04
      5.0027352601828945e-01      1.6716709188497578e-04
      4.9966183978519096e-01      1.5299856621075596e-04
      5.0002680066521221e-01      1.5034766264177945e-04
      5.0003405472952456e-01      1.3258630384216523e-04
      5.0003857549718056e-01      1.1657384762521909e-04
      4.9963438703271335e-01      1.0828145438586584e-04
      5.0004107518123231e-01      1.0234323330679452e-04
      5.0004113492391256e-01     -1.0210607672357949e-04
      4.9963474041749678e-01     -1.0910085685692456e-04
      5.0003867212350039e-01     -1.1630414290657930e-04
      5.0003420134560472e-01     -1.3228496575480651e-04
      5.0002701314691567e-01     -1.5001946518142608e-04
      4.9966231632228364e-01     -1.5376622680895392e-04
      5.0027345538227141e-01     -1.6682974362346341e-04
      5.0001624001129397e-01     -1.6927696091531175e-04
      5.0000089237353929e-01     -1.8951052539366292e-04
      4.9969770501340927e-01     -1.9247906023547908e-04
      4.9997996377927972e-01     -2.0972888310249023e-04
      4.9973972731469890e-01     -2.2296847550332921e-04
      4.9995263283784874e-01     -2.2839660860563232e-04
      4.9978595029719985e-01     -2.4337628994870332e-04
