============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 10:11:27
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 480
  General (Re!=0, Im!=0): 37
  Purely imaginary (Re~0): 84
  Purely real (Im~0): 359

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      7.0100382990784649e-01      8.9450568820326594e-04
      7.0096595660233407e-01      7.2056308932405859e-04
      7.0091507179419554e-01      5.7483388614100667e-04
      7.0085681434736591e-01      4.5427780633595141e-04
      7.0079544451401066e-01      3.5560385215809237e-04
      7.0073372437611270e-01      2.7560728671459470e-04
      7.0067408892679595e-01      2.1123093013147899e-04
      7.0061670706317347e-01      1.6000980040626527e-04
      7.0056491888323369e-01      1.1879011025632168e-04
      7.0045910514577847e-01     -1.0020248728968174e-04
      6.9903286260122044e-01     -1.1733832348969412e-04
      7.0049949287310376e-01     -1.2941303139393906e-04
      6.9887149304693874e-01     -1.4791657749037082e-04
      7.0054283502335701e-01     -1.6584287061566417e-04
      6.9866653262568745e-01     -1.9001965854410218e-04
      7.0058879377728056e-01     -2.1101580810450261e-04
      6.9840094416414733e-01     -2.4957402355047734e-04
      7.0063673390019032e-01     -2.6669452485600625e-04
      7.0068561640607885e-01     -3.3488910684469552e-04
      6.9804860241874855e-01     -3.3652666352730745e-04
      7.0073386132298809e-01     -4.1782493892856122e-04
      6.9756789665056418e-01     -4.6837258372468832e-04
      7.0077918646431459e-01     -5.1787875282583416e-04
      7.0081842532756133e-01     -6.3745711464232126e-04
      6.9688950475631639e-01     -6.7764112978638486e-04
      7.0084733489718465e-01     -7.7880267835253429e-04
      7.0086041238841035e-01     -9.4370687182127402e-04
      6.9589152834088364e-01     -1.0289993696523236e-03
      6.9434494718891460e-01     -1.6619421358647886e-03
      6.9178190290328490e-01     -2.9094832685906485e-03
      6.8713209247962059e-01     -5.6755877908142094e-03
      6.7746329329678978e-01     -1.2862366541380290e-02
      6.5075151842362788e-01     -3.6065016476000099e-02
      2.0110199300533935e-01     -4.7997021571466164e-01
      1.7923068951333720e-01     -7.5714924308173281e-01
      1.6689452900831478e-01     -1.0224990494150552e+00
      1.5823253013646155e-01     -1.2823182561436191e+00

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      6.9916211804900874e-01     -9.4610242311555333e-05
      6.9926721003109116e-01     -7.7374302542504702e-05
      6.9935378247494528e-01     -6.4071510567743036e-05
      6.9942592864021191e-01     -5.3643828419563533e-05
      6.9948667400630338e-01     -4.5356413976399029e-05
      6.9953829291644587e-01     -3.8688298185559380e-05
      6.9958252113950981e-01     -3.3263283360253627e-05
      6.9962070159588174e-01     -2.8805180359167183e-05
      6.9965388617580682e-01     -2.5108165006754192e-05
      6.9968290811267797e-01     -2.2016751244697818e-05
      6.9970843423725193e-01     -1.9412013603643612e-05
      6.9973100324853077e-01     -1.7201950746610285e-05
      6.9975105411289662e-01     -1.5314642457599493e-05
      6.9976894739344275e-01     -1.3693322106095686e-05
      6.9978498144876466e-01     -1.2292782507559521e-05
      6.9979940486273151e-01     -1.1076722997520290e-05
      6.9981242607387462e-01     -1.0015769511990864e-05
      6.9982422090204355e-01     -9.0859816963149798e-06
      6.9983493848059053e-01     -8.2677164131773058e-06
      6.9984470596833981e-01     -7.5447547893832074e-06
      6.9985363231969633e-01     -6.9036260453605495e-06
      6.9986181132186276e-01     -6.3330796106764811e-06
      6.9986932405743474e-01     -5.8236699448129450e-06
      6.9987624091323630e-01     -5.3674277154168269e-06
      6.9988262322841654e-01     -4.9575976521795686e-06
      6.9988852465393092e-01     -4.5884282523007361e-06
      6.9989399227971250e-01     -4.2550020849897295e-06
      6.9989906757378939e-01     -3.9530980902705601e-06
      6.9990378716834234e-01     -3.6790792459520727e-06
      6.9990818352054518e-01     -3.4298004662812390e-06
      6.9991228547046214e-01     -3.2025327253554428e-06
      6.9991611871391934e-01     -2.9949002607025063e-06
