============================================================
QNM Convergence Report
============================================================
Date: 2026-02-13 18:45:03
Tolerance: 1.0e-04
Resolutions: 180, 190, 200
Note: only Re(ω) ≥ 0 shown (spectrum symmetric about imaginary axis)

------------------------------------------------------------
Summary
------------------------------------------------------------
Total converged QNMs: 272
  General (Re!=0, Im!=0): 38
  Purely imaginary (Re~0): 0
  Purely real (Im~0): 234

------------------------------------------------------------
General QNMs (Re != 0, Im != 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4225958257548206e+00      2.2997005773593411e-04
      1.4217559791579943e+00      1.5458742954619701e-04
      1.4215148602374668e+00      1.2673580718025731e-04
      1.4213178444561687e+00      1.0547470677443310e-04
      1.4201644623634482e+00      1.0380004008587009e-04
      1.4212944433259043e+00     -1.0285882233986321e-04
      1.4201942046989364e+00     -1.0372443824645100e-04
      1.4213814665719389e+00     -1.3495996187521593e-04
      1.4214749863546388e+00     -1.7465643536019359e-04
      1.4215752136637272e+00     -2.2316891068594079e-04
      1.4216822970617968e+00     -2.8192346658322215e-04
      1.4217962812777205e+00     -3.5257346187711469e-04
      1.4206116667234774e+00     -4.1930094257309439e-04
      1.4219170620741417e+00     -4.3701839990718203e-04
      1.4206482611864335e+00     -4.4769194174931677e-04
      1.4220443320883878e+00     -5.3742153993425979e-04
      1.4221775154558447e+00     -6.5622406361118117e-04
      1.4165327774635696e+00     -9.0575688429648962e-04
      1.4165720542976550e+00     -1.0237874415312135e-03
      1.4161710861090131e+00     -1.1034240952573497e-03
      1.4157609292060434e+00     -1.2907077296153539e-03
      1.4152836138466436e+00     -1.5220416737037482e-03
      1.4147242348697009e+00     -1.8109998648621521e-03
      1.4140637889369239e+00     -2.1763021442507240e-03
      1.4132777952133042e+00     -2.6442897091714041e-03
      1.4123344638076247e+00     -3.2527106455859669e-03
      1.4111922229527296e+00     -4.0567568068749756e-03
      1.4097964346007834e+00     -5.1389358169978824e-03
      1.4080752001751433e+00     -6.6256721255592583e-03
      1.4059344906001807e+00     -8.7161197624943121e-03
      1.4032539227117573e+00     -1.1734031825280230e-02
      1.3998877610862341e+00     -1.6225326898027255e-02
      1.3956853937956530e+00     -2.3152098544109673e-02
      1.3905755367252886e+00     -3.4308653880696233e-02
      1.3848613459081069e+00     -5.3318746826238134e-02
      1.3802949604630310e+00     -8.8494899360965690e-02
      1.3848131227156029e+00     -1.6415058376030695e-01
      1.4423801682017361e+00     -4.1560599316353264e-01

------------------------------------------------------------
Purely Real QNMs (Im ~ 0)
------------------------------------------------------------
                   Re(omega)                   Im(omega)
  ──────────────────────────  ──────────────────────────
      1.4199989943482285e+00      1.1655449231372741e-07
      1.4199990171748993e+00     -2.9330081864818155e-07
      1.4199990478501998e+00      5.2970470953068046e-07
      1.4199991163463368e+00     -7.0280290656391592e-07
      1.4199991776594503e+00      9.4892239238287853e-07
      1.4199992917712081e+00     -1.1148664710930202e-06
      1.4199993839247576e+00      1.3767490207620864e-06
      1.4199995433298347e+00     -1.5321491098928329e-06
      1.4199996671080946e+00      1.8155378542712262e-06
      1.4199998710993302e+00     -1.9569465645161380e-06
      1.4200000000100057e+00     -2.6857705589222481e-12
      1.4200000007927642e+00     -2.0746262612176339e-10
      1.4200000058649145e+00     -1.4648055416237262e-09
      1.4200000212502526e+00     -4.9897455265096186e-09
      1.4200000280661884e+00      2.2675381974037368e-06
      1.4200000541031805e+00     -1.1839238155482780e-08
      1.4200001115660759e+00     -2.2665094605242643e-08
      1.4200002001337040e+00     -3.7728435684988459e-08
      1.4200002755746062e+00     -2.3912710618234797e-06
      1.4200003254469717e+00     -5.7022020291259445e-08
      1.4200004680823977e+00      2.7349783306690540e-06
      1.4200004923323157e+00     -8.0393019079795665e-08
      1.4200007049416299e+00     -1.0763008353576147e-07
      1.4200007577604028e+00     -2.8370242752816145e-06
      1.4200009669130431e+00     -1.3851531493443650e-07
      1.4200009888722245e+00      3.2201293453663197e-06
      1.4200010458479644e+00      2.1199070066718541e-07
      1.4200012815186545e+00     -1.7285165972812778e-07
      1.4200013191479919e+00     -3.2961326373239840e-06
      1.4200015925812670e+00      3.7253492118316932e-06
      1.4200016517890939e+00     -2.1047546581060450e-07
      1.4200017425445743e+00      2.9678008255709624e-07
      1.4200019616663970e+00     -3.7706096444844442e-06
      1.4200020806149452e+00     -2.5126084747470277e-07
      1.4200022817859410e+00      4.2531125337060829e-06
      1.4200025183464862e+00      3.7850208570563986e-07
      1.4200025708285300e+00     -2.9511986641914748e-07
      1.4200026876531193e+00     -4.2625802486859569e-06
      1.4200030595016819e+00      4.8060315601228024e-06
      1.4200031252701804e+00     -3.4200078683550664e-07
      1.4200033873164137e+00      4.6074698981731821e-07
      1.4200034998447471e+00     -4.7742956484383968e-06
      1.4200037468427107e+00     -3.9188561891524116e-07
      1.4200039292009035e+00      5.3868727929306093e-06
      1.4200043557781923e+00      5.4491320366616918e-07
      1.4200044013794664e+00     -5.3081482029762616e-06
      1.4200044385571351e+00     -4.4478757513315654e-07
